SLIC,Abbreviation,GMT_Offset,SLIC_Name,SLIC_Type,SLIC_CC,SLIC_State,Region,District,Building
8559,NTRAZ ,-7, NOGALES TRANSBORDER  ,HUB     ,US, AZ,3,95,8559
8560,SVIAZ ,-7, SIERRA VISTA         ,CTR     ,US, AZ,3,95,8560
8563,8563,-7, NOGALES - UPS FSB    ,CPU     ,US, AZ,3,95,8565
8565,NOGAZ ,-7, NOGALES              ,CTR     ,US, AZ,3,95,8565
8566,NOGAS ,-7, NOGALES AIR SORT     ,ARPT    ,US, AZ,3,95,8565
8567,GDRAZ ,-7, GOODYEAR HUB         ,HUB     ,US, AZ,3,95,8567
8568,8568,-7, SCS NON-GSR CPU (MEXI,CPU     ,US, AZ,3,95,8565
8569,TUSAS ,-7, TUCSON GATEWAY       ,ARPT    ,US, AZ,3,95,8569
8570,8570,-7, TUCSON-ADOBE         ,CTR     ,US, AZ,3,95,8579
8571,8571,-7, SAGUARO              ,CTR     ,US, AZ,3,95,8579
8572,8572,-7, TUCSON-OLD PUEBLO    ,CTR     ,US, AZ,3,95,8579
8573,LAFBC ,-8, SA BRITISH COLUMBIA  ,CTR     ,CA, BC,12,97,4289
8575,TUCGF ,-7, TUCSON               ,FRT     ,US, AZ,27,8,8575
8576,TUSAF ,-7, CARTCO TUS SERVICE CE,FRT     ,US, AZ,27,5,8576
8577,8577,-7,Customer Location,CSL     ,US, AZ,3,95,8577
8578,8578,-7, TUCSON               ,CPU     ,US, AZ,3,95,8579
8579,TUCAZ ,-7, TUCSON               ,HUB     ,US, AZ,3,95,8579
8580,NAOBC ,-8, NANAIMO CENTRE       ,CTR     ,CA, BC,12,97,8580
8582,8582,-7, GOODYEAR - BUCKEYE CE,CTR     ,US, AZ,3,95,8567
8584,COUBC ,-8, COMOX VALLEY CENTRE  ,CTR     ,CA, BC,12,97,8584
8586,8586,-7, GOODYEAR -TOLLESON CE,CTR     ,US, AZ,3,95,8567
8588,8588,-7, GOODYEAR-LITCHFIELD C,CTR     ,US, AZ,3,95,8567
8589,FHUAS ,-7, SIERRA VISTA AIR SORT,ARPT    ,US, AZ,3,95,8560
858BT,BTNBC ,-8, BARGE TERMINAL - NANA,EX PT   ,CA, BC,12,97,8580
858CO,858CO ,-8, CPU COMOX VALLEY     ,CPU     ,CA, BC,12,97,8580
858NA,858NA ,-8, CPU NANAIMO          ,CPU     ,CA, BC,12,97,8580
8590,SLOAZ ,-7, SHOW LOW             ,CTR     ,US, AZ,3,95,8590
8593,8593,-5, CPU OTTAWA           ,CPU     ,CA, ON,12,97,4089
8594,GALGF ,-7, GALLUP               ,FRT     ,US, TX,27,8,8594
8597,PHX3  ,-7,Customer Location,CSL     ,US, AZ,3,95,8597
8597Z,PHX3Z ,-7,Customer Location,CSL     ,US, AZ,3,95,8597
8598,PHX5  ,-7,Customer Location,CSL     ,US, AZ,3,95,8598
8598Z,PHX5Z ,-7,Customer Location,CSL     ,US, AZ,3,95,8598
8599,SOWAS ,-7, SHOW LOW AIR SORT    ,ARPT    ,US, AZ,3,95,8590
85BE ,BISAZ ,-7," BISBEE, ARIZONA      ",EX PT   ,US, AZ,3,95,8560
85CB ,COBGF ,-6, CIUDAD OBREGON       ,FRT     ,US, TX,27,8,7832
85CE ,CENAZ ,-7, CLEAN ENERGY CNG STAT,EX PT   ,US, AZ,3,95,8509
85CJ ,ZCJAZ ,-7, CORDES JCT           ,EX PT   ,US, AZ,27,8,8513
85CY ,CLHAZ ,-7, CALIFORNIA LAYOVER HO,EX PT   ,US, AZ,3,95,8509
85CZ ,ZCZAZ ,-7, CHAMBERS             ,EX PT   ,US, AZ,27,8,8513
85DO ,DOUAZ ,-7," DOUGLAS, ARIZONA     ",EX PT   ,US, AZ,3,95,8560
85EA ,EARAZ ,-8, EHRENBERG ARIZONA    ,EX PT   ,US, AZ,3,92,9069
85EL ,BLNAZ ,-7, BEELINE HWY          ,EX PT   ,US, AZ,3,95,8529
85EV ,EVOAZ ,-7, EVO CNG              ,EX PT   ,US, AZ,3,95,8509
85FJ ,FLJAZ ,-7, FLYING J TRUCK STOP  ,EX PT   ,US, AZ,3,95,8601
85FK ,ASHAZ ,-7, ASHFORK              ,EX PT   ,US, AZ,3,95,8509
85GA ,GAPAZ ,-7, GAP                  ,EX PT   ,US, AZ,3,95,8509
85GY ,GYSGF ,-6, GUAYMAS              ,FRT     ,US, TX,27,8,7832
85IN ,INAAZ ,-7, INA ROAD EXCHANGE POI,EX PT   ,US, AZ,3,95,8509
85LQ ,LTSAZ ,-7, LOVE'S TRUCK STOP - Q,EX PT   ,US, AZ,3,95,8509
85LR ,LRTBC ,-8, FERRY TERMINAL-LITTLE,EX PT   ,CA, BC,12,97,8584
85NA ,NATBC ,-8, NANAIMO AIRPORT TEMP ,EX PT   ,CA, BC,12,97,8580
85NB ,BENAZ ,-7, BENSON               ,EX PT   ,US, AZ,3,95,8509
85NC ,BOWAZ ,-7, BOWIE                ,EX PT   ,US, AZ,3,95,8509
85ND ,CORAZ ,-7," CORNVILLE, ARIZONA   ",EX PT   ,US, AZ,3,95,8509
85NE ,COTAZ ,-7," COTTONWOOD, ARIZONA  ",EX PT   ,US, AZ,3,95,8631
85NJ ,DSPAZ ,-7, DOLAN SPRINGS        ,EX PT   ,US, AZ,3,95,8509
85NM ,HEBAZ ,-7, HEBER                ,EX PT   ,US, AZ,3,95,8509
85NQ ,PARAZ ,-7, PARKER               ,EX PT   ,US, AZ,3,95,8509
85NS ,TOLAZ ,-7, TOLTEC               ,EX PT   ,US, AZ,3,95,8509
85NT ,TOONV ,-8, TONOPAH              ,EX PT   ,US, NV,3,92,8900
85NV ,WIKAZ ,-7, WIKIEUP              ,EX PT   ,US, AZ,3,95,8509
85NW ,WILAZ ,-7, WILLCOX              ,EX PT   ,US, AZ,3,95,8509
85NX ,WINAZ ,-7, WINSLOW              ,EX PT   ,US, AZ,3,95,8509
85NY ,MSCAZ ,-7, MESCAL               ,EX PT   ,US, AZ,3,95,8509
85OE ,ZOEAZ ,-7, BOWIE                ,EX PT   ,US, AZ,27,8,8513
85OT ,OFFAZ ,-7, OFSHORE TRANSPORTATIO,EX PT   ,US, AZ,3,95,8579
85PK ,PRKAZ ,-7, PARKER               ,EX PT   ,US, AZ,3,95,8509
85QT ,QUAAZ ,-7, QUARTSITE            ,EX PT   ,US, AZ,3,95,8509
85SI ,SSIAZ ,-7, SAN SIMON            ,EX PT   ,US, AZ,3,95,8509
85SL ,ZSLAZ ,-7, SALOME               ,EX PT   ,US, AZ,27,8,8513
85SO ,SOLAZ ,-7, SALOME               ,EX PT   ,US, AZ,3,95,8509
85SQ ,SAPAZ ,-7, SCOTTSDALE AIR PARK  ,EX PT   ,US, AZ,3,95,8529
85TN ,TONAZ ,-7," TONOPAH, ARIZONA     ",EX PT   ,US, AZ,3,95,8509
85TS ,TSPAZ ,-7, TUCSON SP            ,RAIL YD ,US, AZ,3,95,8579
85UP ,TUPAZ ,-7, TUCSON UNION PACIFIC ,RAIL YD ,US, AZ,3,95,8579
85WA ,WINAS ,-7, WINSLOW-LINDBERGH REG,ARPT    ,US, AZ,3,95,8509
85WC ,WHCAZ ,-7, ROSIE'S TRUCK STOP/CH,EX PT   ,US, AZ,3,95,8509
85WX ,ZILAZ ,-7, WILCOX               ,EX PT   ,US, AZ,27,8,8513
85ZW ,ZWXAZ ,-7, WILLCOX              ,EX PT   ,US, AZ,27,8,8575
8600,FLAAZ ,-7, FLAGSTAFF            ,CTR     ,US, AZ,3,95,8600
8601,HOLAZ ,-7, HOLBROOK             ,CTR     ,US, AZ,3,95,8601
8602,PAGAZ ,-7, PAGE                 ,CTR     ,US, AZ,3,95,8602
8603,PATAZ ,-7, PAGE-TUBA R DIAD     ,CTR     ,US, AZ,3,95,8602
8604,8604,-7, ST. GEORGE (8472)    ,CTR     ,US, AZ,3,95,8472
8605,8605,-8, B.C. - SERVICE       ,CTR     ,CA, BC,12,97,2099
8608,8608,-7, FLAGSTAFF            ,CPU     ,US, AZ,3,95,8600
8609,FLGAS ,-7, FLAGSTAFF AIR SORT   ,ARPT    ,US, AZ,3,95,8600
8610,8610,-8, PCL-RICHMOND         ,CTR     ,CA, BC,12,97,8610
8618,P06AZ ,-7, BULLHEAD CITY        ,ARPT    ,US, AZ,3,95,8509
8619,IGMAS ,-7, KINGMAN AIR SORT     ,ARPT    ,US, AZ,3,95,8640
8621,8621,-7, FARMINGTON (8740)    ,CTR     ,US, AZ,3,95,8740
8624,8624,-8, FRASER VALLEY REV    ,CTR     ,CA, BC,12,97,4289
8625,8625,-8, FRASER VALLEY        ,CTR     ,CA, BC,12,97,4289
8626,ABTBC ,-8, ABBOTSFORD CENTRE    ,CTR     ,CA, BC,12,97,8626
8627,8627,-8, RICHMOND DROP SHIP   ,DSH     ,CA, BC,12,97,2099
8629,YUMAP ,-7, YUMA                 ,ARPT    ,US, AZ,3,95,8530
862AB,862AB ,-8, CPU ABBOTSFORD       ,CPU     ,CA, BC,12,97,8626
8630,PRSAZ ,-7, PRESCOTT             ,CTR     ,US, AZ,3,95,8630
8631,CVEAZ ,-7, CAMP VERDE           ,CTR     ,US, AZ,3,95,8631
8632,8632,-8, COASTAL DOWNTOWN     ,CTR     ,CA, BC,12,97,2099
8638,VANGF ,-8, VANCOUVER            ,FRT     ,CA, BC,27,9,8638
8639,P14AS ,-7, HOLBROOK AIR SORT    ,ARPT    ,US, AZ,3,95,8601
8640,KINAZ ,-7, KINGMAN              ,CTR     ,US, AZ,3,95,8640
8641,LHAAZ ,-7, LAKE HAVASU (9236)   ,CTR     ,US, AZ,3,95,8641
8643,8643,-8," FREMONT,AZ           ",CTR     ,US, AZ,3,92,8919
8644,RIVAZ ,-7, RIVIERA - RIVIERA (92,CTR     ,US, AZ,3,95,8644
8645,FLAGF ,-7, FLAGSTAFF            ,FRT     ,US, AZ,27,8,8600
8646,KNGGF ,-7, KINGMAN              ,FRT     ,US, AZ,27,8,8646
8647,8647,-7, WIKIEUP              ,CTR     ,US, AZ,3,95,8640
8649,LHUAS ,-7, LAKE HAVASU AIR SORT ,ARPT    ,US, AZ,3,95,8641
8654,8654,-8, COASTAL REV          ,ACTR    ,CA, BC,12,97,2099
8655,COABC ,-8, COASTAL              ,CTR     ,CA, BC,12,97,2099
8656,8656,-8, HOWE EXP CTR         ,ACTR    ,CA, BC,12,97,8656
8675,VILMX ,-6, VILLAHERMOSA CENTER  ,CTR     ,MX,   ,13,21,8675
8683,8683,-7, NOGALES FSB - 0 DAY M,CPU     ,US, AZ,3,95,8565
86AB ,BAGAZ ,-7," BAGDAD, ARIZONA      ",EX PT   ,US, AZ,3,95,8630
86AG ,AGSBC ,-8, SHELL GAS STATION    ,EX PT   ,CA, BC,12,97,2099
86AW ,WOOAZ ,-7, WOODY'S              ,EX PT   ,US, AZ,3,95,8630
86BR ,BRUAZ ,-7," BRUCKS, SEDONA       ",EX PT   ,US, AZ,3,95,8631
86CC ,CCLAZ ,-7, CLIFF CASTLE LODGE   ,EX PT   ,US, AZ,3,95,8631
86CJ ,CJUAZ ,-7, CORDES JUNCTION      ,EX PT   ,US, AZ,3,95,8509
86CN ,CNRBC ,-8, CN RAIL YARD         ,RAIL YD ,CA, BC,12,97,2099
86CT ,CTIAZ ,-7, CAPITOL TITLE        ,EX PT   ,US, AZ,3,95,8631
86CV ,CVCAZ ,-7, CAMP VERDE CHEVRON   ,EX PT   ,US, AZ,3,95,8509
86FR ,FREAZ ,-7, FREDONIA             ,EX PT   ,US, AZ,3,95,8600
86FT ,TFTBC ,-8, TSAWASSEN FERRY TERMI,EX PT   ,CA, BC,12,97,2099
86GA ,GARAZ ,-7," GARLANDS, SEDONA     ",EX PT   ,US, AZ,3,95,8631
86JH ,J95AZ ,-7, JCT HWY 95/40        ,EX PT   ,US, AZ,3,95,8509
86KA ,KAEAZ ,-7, KAYENTA              ,EX PT   ,US, AZ,3,95,8600
86KY ,KAYAZ ,-7, KAYENTA CHEVRON      ,EX PT   ,US, AZ,3,95,8509
86LB ,LTRAZ ,-7, LETTER BOX 1785      ,EX PT   ,US, AZ,3,95,8631
86MC ,MCGAZ ,-7, MCGUIREVILLE         ,EX PT   ,US, AZ,3,95,8631
86NT ,NTCAZ ,-7, NAVAJO TRAVEL CENTER ,EX PT   ,US, AZ,3,95,8730
86NW ,NATAZ ,-7," NATIONWIDE, SEDONA   ",EX PT   ,US, AZ,3,95,8631
86PA ,PAGAS ,-7, PAGE MUNICIPAL AIRPOR,ARPT    ,US, AZ,3,95,8509
86RE ,REVBC ,-8, REVELSTOKE GAS STATIO,EX PT   ,CA, BC,12,97,2099
86RH ,TUTAZ ,-7, RUTH'S HALLMARK      ,EX PT   ,US, AZ,3,95,8631
86SP ,SSPAZ ,-7, SUNSET POINT         ,EX PT   ,US, AZ,3,95,8509
86VS ,VSAGF ,-6, VILLAHERMOSA         ,FRT     ,US, TX,27,8,7832
8700,GRNTS ,-7, GRANTS               ,CTR     ,US, NM,3,95,8700
8701,CUBA  ,-7, CUBA                 ,CTR     ,US, NM,3,95,8701
8704,ABQGF ,-7, ALBUQUERQUE          ,FRT     ,US, NM,27,8,8704
8708,ACPNM ,-7, ASPEN CPU            ,CPU     ,US, NM,3,95,8711
8709,SAFAS ,-7, SANTA FE             ,ARPT    ,US, NM,3,95,8750
8710,8710,-7, ALBUQUERQUE - COMANCH,CTR     ,US, NM,3,95,8719
8711,ASPNM ,-7, ASPEN                ,CTR     ,US, NM,3,95,8711
8712,S871D ,-7, ALBUQUERQUE - S871D  ,STS     ,US, NM,3,95,8719
8713,S871N ,-7, ALBUQUERQUE - S871N  ,STS     ,US, NM,3,95,8719
8714,S871S ,-7, ALBUQUERQUE - S871S  ,STS     ,US, NM,3,95,8719
8715,FMNAS ,-7, FARMINGTON AIR SORT  ,ARPT    ,US, NM,3,95,8740
8717,SFRRQ ,-7, SANTA FE Q           ,RAIL YD ,US, NM,3,95,8719
8718,8718,-7, ALBUQUERQUE          ,CPU     ,US, NM,3,95,8719
8719,ALBNM ,-7, ALBUQUERQUE          ,HUB     ,US, NM,3,95,8719
8722,HDFAF ,-6, CARTCO DFW AIR FRGHT ,FRT     ,US, TX,27,5,8722
8724,8724,-7, ALBUQUERQUE NIGHT CPU,CPU     ,US, NM,3,95,8719
8725,ABQAF ,-7, CARTCO ABQ SERVICE CE,FRT     ,US, NM,27,5,8725
8727,ABQNM ,-7, ALBUQUERQUE          ,DSH     ,US, NM,3,95,8719
8729,ABQAS ,-7, ALBUQUERQUE INT      ,ARPT    ,US, NM,3,95,8729
8730,GALLP ,-7, GALLUP               ,CTR     ,US, NM,3,95,8730
8731,GRTNM ,-7, GRANTS AIRPORT       ,ARPT    ,US, NM,3,95,8700
8739,GUPAS ,-7, GALLUP AIR SORT      ,ARPT    ,US, NM,3,95,8730
8740,FARNM ,-7, FARMINGTON           ,CTR     ,US, NM,3,95,8740
8744,FAMGF ,-7, FARMINGTON           ,FRT     ,US, NM,27,8,8744
8749,CVNAS ,-7, CLOVIS AIR SORT      ,ARPT    ,US, NM,3,95,8810
8750,SFENM ,-7, SANTA FE             ,CTR     ,US, NM,3,95,8750
8751,TAONM ,-7, TAOS                 ,CTR     ,US, NM,3,95,8751
8755,SKXNM ,-7, TAOS MUNICIPAL AIRPOR,ARPT    ,US, NM,3,95,8751
8759,LCRAS ,-7, LAS CRUCES           ,ARPT    ,US, NM,3,95,8800
8762,HPHAF ,-5, CARTCO PHL AIR FRGHT ,FRT     ,US, PA,27,5,8762
8763,NEPGF ,-7, NEPHI                ,FRT     ,US, UT,27,8,8763
8769,TCCAS ,-7, TUCUMCARI AIR SORT   ,ARPT    ,US, NM,3,95,8840
8770,SPRNM ,-7, SPRINGER             ,CTR     ,US, NM,3,95,8770
8771,LASVG ,-7, LAS VEGAS            ,CTR     ,US, NM,3,95,8771
8774,LVANM ,-7, LAS VEGAS AIRPORT    ,ARPT    ,US, NM,3,95,8771
8779,Q42AS ,-7, SPRINGER             ,ARPT    ,US, NM,3,95,8770
8780,SOCRO ,-7, SOCORRO              ,CTR     ,US, NM,3,95,8780
8787,HONAF ,-8, CARTCO ONT AIR FRGHT ,FRT     ,US, CA,27,5,8787
8788,8788,-7, ALAMOGORDO CPU       ,CPU     ,US, NM,3,95,8830
8789,CNMAS ,-7, CARLSBAD AIR SORT    ,ARPT    ,US, NM,3,95,8821
8793,DFGAF ,-6, CARTCO DFW GATEWAY   ,FRT     ,US, TX,27,5,8794
8794,HTXAF ,-6, CARTCO DFW HUB       ,FRT     ,US, TX,27,5,8794
87BE ,BELNM ,-7, BELEN                ,EX PT   ,US, NM,3,95,8719
87BN ,BNSNM ,-7, BNSF NM              ,RAIL YD ,US, NM,3,95,8719
87CT ,CTSNM ,-7, CHEVRON TRUCK STATION,EX PT   ,US, NM,3,95,8719
87ES ,EXPNM ,-7, ESPANOLA EXCHANGE POI,EX PT   ,US, NM,3,95,8751
87GA ,ZGANM ,-7, GALLUP               ,EX PT   ,US, NM,27,8,8704
87HI ,HIANM ,-7, HOLIDAY INN - ABQ    ,EX PT   ,US, NM,3,95,8509
87HT ,HATNM ,-7," HATCH, NEW MEXICO    ",EX PT   ,US, NM,3,95,8800
87LE ,LEMNM ,-7, LEMITAR EXCHANGE POIN,EX PT   ,US, NM,3,95,8719
87MA ,MATGF ,-6, MATAMOROS            ,FRT     ,US, TX,27,8,7845
87PI ,LCPNM ,-7, LAS CRUCUS PILOT STAT,EX PT   ,US, NM,3,95,8719
87PL ,APTCA ,-8, AMAR PEAK LOT #2     ,EX PT   ,US, CA,3,92,9179
87RT ,RATNM ,-7, RATON                ,EX PT   ,US, NM,3,95,8770
87RU ,RTTNM ,-7, RUSSELL TRUCK AND TRA,EX PT   ,US, NM,3,95,8719
87SO ,ZSONM ,-7, SANTA ROSA           ,EX PT   ,US, NM,27,8,8704
87SR ,SRONM ,-7, SANTA ROSA EXCHANGE P,EX PT   ,US, NM,3,95,8719
87SS ,ASBCA ,-8, SAN BERNARDINO APT LO,EX PT   ,US, CA,3,92,9169
87TC ,TOCNM ,-7, TRUTH OR CONSEQUENCES,EX PT   ,US, NM,3,95,8780
87TY ,ZTYNM ,-7, MORIARTY             ,EX PT   ,US, NM,27,8,8704
87WM ,WILNM ,-7, WILLIAMSBURG         ,EX PT   ,US, NM,3,95,8719
8800,LCRNM ,-7, LAS CRUCES-LAS CRUCES,CTR     ,US, NM,3,95,8800
8801,SILCY ,-7, SILVER CITY          ,CTR     ,US, NM,3,95,8801
8802,DEMNG ,-7, DEMING               ,CTR     ,US, NM,3,95,8802
8805,SVCNM ,-7, SILVER CITY AIRPORT  ,ARPT    ,US, NM,3,95,8801
8806,DMNNM ,-7, DEMING AIRPORT       ,ARPT    ,US, NM,3,95,8802
8808,8808,-7, LAS CRUCES           ,CPU     ,US, NM,3,95,8800
8810,CLOVS ,-7, CLOVIS               ,CTR     ,US, NM,3,95,8810
8812,8812,-6, NUEVO LAREDO CENTER  ,CTR     ,MX,   ,13,21,8812
8817,ARDNV ,-8,Customer Location,CSL     ,US, NV,3,92,8817
8819,Q65AS ,-7, RATON                ,ARPT    ,US, NM,3,95,8770
8820,ROSWL ,-7, ROSWELL              ,CTR     ,US, NM,3,95,8820
8821,CARNM ,-7, CARLSBAD             ,CTR     ,US, NM,3,95,8821
8822,HOBBS ,-7, HOBBS                ,CTR     ,US, NM,3,95,8822
8828,8828,-7, ROSWELL CPU          ,CPU     ,US, NM,3,95,8820
8829,ROWAS ,-7, ROSWELL AIR SORT     ,ARPT    ,US, NM,3,95,8820
8830,ALMNM ,-7, ALAMOGORDO           ,CTR     ,US, NM,3,95,8830
8831,AMLAS ,-7, ALAMOGORDO           ,ARPT    ,US, NM,3,95,8830
8839,8839,-8, SA-CASTLEGAR BLDG    ,HUB     ,CA, BC,12,97,8839
8840,TUCNM ,-7, TUCUMCARI            ,CTR     ,US, NM,3,95,8840
8842,8842,-8, CPU VICTORIA         ,CPU     ,CA, BC,12,97,8875
8849,LVBNV ,-8, LAS VEGAS BYPASS OPER,HUB     ,US, NV,3,92,8919
8863,VNAGF ,-7, VERNAL               ,FRT     ,US, UT,27,8,8863
8872,8872,-6, REYNOSA CENTER       ,CTR     ,MX,   ,13,21,9059
8875,VICBC ,-8, VICTORIA             ,CTR     ,CA, BC,12,97,8875
8884,MOCMX ,-7, MOCHIS               ,CTR     ,MX,   ,13,21,8884
8885,GRPOR ,-8, GRANTS PASS CPU      ,CPU     ,US, OR,3,76,9751
8887,CULMX ,-6, CULIACAN CENTER      ,CTR     ,MX,   ,13,21,8887
8888,AUTAF ,-5, CARTCO DISTRICT AUTO ,FRT     ,US, IN,27,5,922
8891,8891,-8, LAS VEGAS S. SOP     ,CPU     ,US, NV,3,92,8909
88911,88911,-8, LAS VEGAS S. SOP     ,CPU     ,US, NV,3,92,8909
8892,MOSGF ,-8, MOSCOW               ,FRT     ,US, WA,27,8,8892
8895,8895,-5, CPU STRATFORD        ,CPU     ,CA, ON,12,97,5245
8897,PNIOR ,-8, PORTLAND NIGHT CPU   ,CPU     ,US, OR,3,76,9729
88AD ,ADRTX ,-6, ADRIAN               ,EX PT   ,US, TX,3,12,7939
88AZ ,AZTNM ,-7, AZTEC                ,EX PT   ,US, NM,3,95,8740
88BN ,BNCNM ,-7, BNSF CLOVIS JUNCTION ,RAIL YD ,US, NM,3,95,8810
88BR ,BERNM ,-7, BERNALILLO           ,EX PT   ,US, NM,3,95,8711
88CF ,CFUNM ,-7, CARLSBAD FUEL-SHELL  ,EX PT   ,US, NM,3,95,8821
88CL ,CLCNM ,-7, CLINES CRNRS         ,EX PT   ,US, NM,3,95,8711
88CY ,CLYTX ,-6, CLYDE                ,EX PT   ,US, TX,3,12,7960
88CZ ,CRZNM ,-7, CARRIZOZO NEW MEXICO ,EX PT   ,US, NM,3,95,8830
88DH ,DHTTX ,-6, DALHART              ,EX PT   ,US, TX,3,12,7939
88DU ,DUMTX ,-6, DUMAS                ,EX PT   ,US, TX,3,12,7939
88EC ,ENCNM ,-7, ENCINO               ,EX PT   ,US, NM,3,95,8719
88EN ,88EN  ,-7, ENDEE                ,EX PT   ,US, NM,3,95,8840
88EV ,EDINM ,-7, ELUAQUERO DINER      ,EX PT   ,US, NM,3,95,8719
88FL ,FLYNM ,-7, FLYING C             ,EX PT   ,US, NM,3,95,8719
88FS ,FSUMN ,-7, FORT SUMNER          ,EX PT   ,US, NM,3,95,8840
88HC ,HCONM ,-7, HOBBS CONOCO         ,EX PT   ,US, NM,3,95,8719
88HL ,HRLTX ,-6, HAROLD               ,EX PT   ,US, TX,3,12,7939
88KR ,KRENM ,-7, KREBBS               ,EX PT   ,US, NM,3,95,8820
88ME ,MELNM ,-7, MELROSE NM EXCHANGE P,EX PT   ,US, NM,3,95,8719
88MX ,MEXNM ,-7, MESA                 ,EX PT   ,US, NM,3,95,8820
88MY ,88MY  ,-7, MORIARITY            ,EX PT   ,US, NM,3,95,8711
88NL ,NLDGF ,-6, NUEVO LAREDO         ,FRT     ,US, TX,27,8,7832
88PE ,PECTX ,-6, PECOS                ,EX PT   ,US, TX,3,12,7976
88QT ,QRTAZ ,-8, QUARTSITE ARIZONA    ,EX PT   ,US, AZ,3,92,9029
88QU ,QUATX ,-6, QUANAN               ,EX PT   ,US, TX,3,12,7631
88RF ,RFUNM ,-7, ROSWELL FUEL-RAY BEL ,EX PT   ,US, NM,3,95,8820
88RP ,RFPNM ,-7, ROSWEL FUEL-PRICES   ,EX PT   ,US, NM,3,95,8820
88RY ,REYGF ,-6, REYNOSA              ,FRT     ,US, TX,27,8,7832
88SD ,88SD  ,-7, 88SD                 ,EX PT   ,US, NM,3,95,8780
88SE ,SEPNM ,-7, SEPAR                ,EX PT   ,US, NM,3,95,8802
88SF ,SFUNM ,-7, SILVER FUEL-ANDERSNS ,EX PT   ,US, NM,3,95,8801
88SJ ,SJONM ,-7," SAN JON, NM          ",EX PT   ,US, NM,3,95,8719
88SO ,SOCNM ,-7, SOCORRO              ,EX PT   ,US, NM,3,95,8780
88SW ,SWETX ,-6, SWEET WATER          ,EX PT   ,US, TX,3,12,7960
88TA ,TCANM ,-7, TRAVEL CTR OF AMRCA L,EX PT   ,US, NM,3,95,8800
88TU ,ZTUNM ,-7, TUCUMCARI            ,EX PT   ,US, NM,27,8,8704
88VA ,VAUNM ,-7, VAUGHN               ,EX PT   ,US, NM,3,95,8711
88VE ,VEGTX ,-6, VEGA                 ,EX PT   ,US, TX,3,12,7939
88VH ,VHONM ,-6, VAN HORM             ,EX PT   ,US, TX,3,12,7976
88VM ,A51CA ,-8, AR51 - LOT           ,EX PT   ,US, CA,3,92,9310
88WK ,WICTX ,-6, WICKETT              ,EX PT   ,US, TX,3,12,7976
8900,TONNV ,-8, TONOPAH - TONOPAH (86,CTR     ,US, NV,3,92,8900
8901,PANNV ,-8, PRENV                ,CTR     ,US, NV,3,92,8909
8902,8902,-8, LAS VEGAS-SO-PARADISE,CTR     ,US, NV,3,92,8909
8903,MRYAP ,-8, MONTEREY AIRPORT     ,ARPT    ,US, CA,3,86,9391
8904,8904,-8, LAS VEGAS-SO-HORIZON ,CTR     ,US, NV,3,92,8909
8906,8906,-7, RIVIERA - RIVIERA (86,CTR     ,US, NV,3,95,8644
8908,8908,-8, LAS VEGAS SOUTH      ,CPU     ,US, NV,3,92,8909
8909,LVENV ,-8, LAS VEGAS SOUTH      ,HUB     ,US, NV,3,92,8909
890AK,890AK ,-7,Customer Location,CSL     ,US, NV,3,92,  890AK 
8910,8910,-8, LAS VEGAS-SO-TROPICAN,CTR     ,US, NV,3,92,8909
8911,8911,-8, VEGAS N RED ROCK     ,CTR     ,US, NV,3,92,8919
8913,8913,-8, NORTH LAS VEGAS VILLA,CTR     ,US, NV,3,92,8913
8914,PARNV ,-8, PAHRUMP              ,CTR     ,US, NV,3,92,8909
8915,8915,-8, LAS VEGAS CPU        ,CPU     ,US, NV,3,92,8919
8917,MCAIR ,-8, MCCARRAN             ,ARPT    ,US, NV,3,92,8917
8918,8918,-8, LAS VEGAS NORTH      ,CPU     ,US, NV,3,92,8919
8919,LASNV ,-8, LAS VEGAS NORTH      ,HUB     ,US, NV,3,92,8919
8920,VTANV ,-8,Customer Location,CSL     ,US, NV,3,92,8920
8923,BSFNV ,-8, BARTOW SANTA FE RAIL ,RAIL YD ,US, AZ,3,92,8919
8924,LASGF ,-8, LAS VEGAS            ,FRT     ,US, NV,27,8,8924
8925,8925,-8, LAS VEGAS SOUTH -GSR ,CPU     ,US, NV,3,92,8909
8928,SPANV ,-8, SPARKS CSOFC         ,CPU     ,US, NV,3,86,8928
8929,ELYAS ,-8, ELY                  ,ARPT    ,US, NV,3,86,8930
8930,ELYNV ,-8, ELY                  ,CTR     ,US, NV,3,86,8930
8931,ELYGF ,-8, ELY                  ,FRT     ,US, NV,27,8,8931
8932,S895D ,-8, RENO-S895D           ,STS     ,US, NV,3,86,8959
8933,HAWGF ,-8, HAWTHORNE            ,FRT     ,US, NV,27,8,8933
8934,RSPNV ,-8, RENO SOUTHER PAC RY  ,RAIL YD ,US, NV,3,86,8959
8935,8935,-8, LAS VEGAS N. SOP     ,CPU     ,US, NV,3,92,8919
8936,LOVGF ,-8, LOVELOCK             ,FRT     ,US, NV,27,8,8936
8938,CDWNV ,-8, CDW - SCS VEGAS      ,CPU     ,US, NV,3,92,8919
8939,LGNOR ,-8, LA GRANDE HUB        ,HUB     ,US, OR,3,76,8939
893AM,RNO3  ,-8,Customer Location,CSL     ,US, NV,3,86,  893AM 
8940,WINNV ,-8, WINNEMUCCA           ,CTR     ,US, NV,3,86,8940
8941,FALNV ,-8, FALLON               ,CTR     ,US, NV,3,86,8941
