SLIC,Abbreviation,GMT_Offset,SLIC_Name,SLIC_Type,SLIC_CC,SLIC_State,Region,District,Building
30WF ,WSLGA ,-5, WILSON STORAGE LOT   ,EX PT   ,US, GA,7,45,3009
30XJ ,JUEGA ,-5, JUERGENS-TRADEMARK OF,EX PT   ,US, GA,7,45,3009
30XM ,MCCGA ,-5, MAGNOLIA PLEGA OFFSIT,EX PT   ,US, GA,7,45,3009
30XP ,PFAGA ,-5, PIPE FABRICATORS OFFS,EX PT   ,US, GA,7,45,3009
30XR ,AFIGA ,-5, ATLANTA OFFSITE LOT 5,EX PT   ,US, GA,7,45,3039
30XS ,SEPGA ,-5, SHUTTLE EXCG POINT   ,EX PT   ,US, GA,7,45,3040
3100,UNAGA ,-5, UNADILLA             ,CTR     ,US, GA,7,45,3100
310BS,310BS ,-5,Customer Location,CSL     ,US, GA,7,45,  310BS 
3111,ATLGF ,-5, ATLANTA              ,FRT     ,US, GA,27,8,3111
3112,XTRGA ,-5, XTRA RAILYARD TR SHO ,RAIL YD ,US, GA,7,45,3009
3113,INMRR ,-5, INMAN                ,RAIL YD ,US, GA,7,45,3009
3114,XRRGA ,-5, XTRA LOT INMAN RRY   ,RAIL YD ,US, GA,7,45,3039
3117,FBTGA ,-5, FAIRBURN TERMINAL RAI,RAIL YD ,US, GA,7,45,3059
3120,MACGA ,-5, MACON                ,CTR     ,US, GA,7,45,3120
3126,ANCAP ,-9, ANCHORAGE INTERN'L   ,ACTR    ,US, AK,3,76,9969
3128,MSCGA ,-5, SMART - CENTER       ,CTR     ,US, GA,10,15,3033
3129,MEXFL ,-5, MIAMI EX IMP ODC     ,HUB     ,US, FL,7,40,3306
3130,GAIGF ,-5, GAINESVILLE          ,FRT     ,US, GA,27,8,3130
3132,CHIMX ,-6, CHIHUAHUA            ,CTR     ,MX,   ,13,21,3159
3133,TDSGA ,-5, THOMPSON DESIGN      ,CPU     ,US, GA,7,45,3040
3134,MACGF ,-5, MACON                ,FRT     ,US, GA,27,8,3134
3137,SMRGA ,-5, SUMMIT RACING        ,CPU     ,US, GA,7,45,3059
3139,HEXFL ,-5, HIALEAH EX IMP ODC   ,HUB     ,US, FL,7,40,3309
3140,SAVGA ,-5, SAVANNAH             ,CTR     ,US, GA,7,45,3140
3140A,3140A ,-5,Customer Location,CSL     ,US, GA,7,45,  3140A 
3142,SAVGF ,-5, SAVANNAH             ,FRT     ,US, GA,27,8,3142
3143,3143,-5, SAVANNAH CPU         ,CPU     ,US, GA,7,45,3140
3145,SHWGA ,-5,Customer Location,CSL     ,US, GA,7,45,3070
3146,CLCPU ,-5, CLEVELAND CPU        ,CPU     ,US, TN,7,44,3731
3147,VONGA ,-5,Customer Location,CSL     ,US, GA,7,45,3147
3148,SPDGA ,-5, SAVANNAH - SONNY     ,HUB     ,US, GA,7,45,3148
3149,SAVAS ,-5, SAVANNAH AIR SORT    ,ARPT    ,US, GA,7,45,3149
314CU,314CU ,-5, SONNY CPU            ,CPU     ,US, GA,7,45,3148
314DC,314DC ,-5,Customer Location,CSL     ,US, GA,7,45,  314DC 
314DR,314DR ,-5,Customer Location,CSL     ,US, GA,7,45,  314DR 
314NH,314NH ,-5,Customer Location,CSL     ,US, GA,7,45,  314NH 
314SC,314SC ,-5,Customer Location,CSL     ,US, GA,7,45,  314SC 
3150,WAYGA ,-5, WAYCROSS             ,CTR     ,US, GA,7,45,3150
3151,BRUGA ,-5, BRUNSWICK            ,CTR     ,US, GA,7,45,3151
3152,3152,-6, SA CHIHUAHUA         ,CTR     ,MX,   ,13,21,3152
3155,ULIGA ,-5,Customer Location,CSL     ,US, GA,7,45,3155
3159,3159,-6, CHIHUAHUA HUB        ,HUB     ,MX,   ,13,21,3159
3160,VALGA ,-5, VALDOSTA             ,CTR     ,US, GA,7,45,3160
3161,HRMMX ,-7, HERMOSILLO           ,CTR     ,MX,   ,13,21,3161
3163,3163,-5,Customer Location,CSL     ,US, GA,7,45,3148
3165,3165,-5, SOA - OPEN 8         ,STS     ,US, GA,7,45,3059
3168,SFAGA ,-5, SUNNYLAND FARM       ,CPU     ,US, GA,7,45,3176
3169,ABNAS ,-5, ALBANY AIR           ,ARPT    ,US, GA,7,45,3169
3171,TFCGA ,-5, TIFTON               ,CTR     ,US, GA,7,45,3179
3172,CAIGA ,-5, CAIRO                ,CTR     ,US, GA,7,45,3172
3173,3173,-5, SOA - OPEN 6         ,STS     ,US, GA,7,45,3179
3174,ALBGF ,-5, ALBANY               ,FRT     ,US, GA,27,8,3174
3176,ALBGA ,-5, ALBANY               ,CTR     ,US, GA,7,45,3176
3178,3178,-5, TIFTON               ,CPU     ,US, GA,7,45,3179
3179,TIFGA ,-5, TIFTON               ,HUB     ,US, GA,7,45,3179
317CP,317CP ,-5, TIFTON NIGHT CPU     ,CPU     ,US, GA,7,45,3179
3183,AWCGA ,-5, ACWORTH CPU SLIC     ,CPU     ,US, GA,7,45,3012
3185,3185,-5, WEST ISLAND          ,CTR     ,CA, QC,12,97,2669
3186,OTRGA ,-5, OUTERSTUFF           ,CPU     ,US, GA,7,45,3150
3187,3187,-5, SOA - OPEN 3         ,STS     ,US, GA,7,45,3189
3189,ABYAS ,-5, ALBANY               ,ARPT    ,US, GA,7,45,3189
3190,CLMGA ,-5, COLUMBUS-COLUMBUS    ,CTR     ,US, GA,7,45,3190
3193,3193,-5, SOA - OPEN 4         ,STS     ,US, GA,7,45,3009
3195,RTYGA ,-5, ROTORY CORP          ,CPU     ,US, GA,7,45,3045
3196,DAHGA ,-5, D&H DISTRIBUTING     ,CPU     ,US, GA,7,45,3026
3197,3197,-5, FAYETTE CPU SLIC     ,CPU     ,US, GA,7,45,3026
3198,MCAGA ,-5, MACON CPU SLIC       ,CPU     ,US, GA,7,45,3120
3199,CJUMX ,-7, CIUDAD JUAREZ        ,HUB     ,MX,   ,13,21,3199
31AL ,ASLGA ,-5, ATLANTA PEAK STAGING ,EX PT   ,US, GA,7,45,3039
31AT ,ATTGA ,-5, ATTAPULGUS           ,EX PT   ,US, GA,7,45,3172
31BG ,BYRGA ,-5," BYRON, GA            ",EX PT   ,US, GA,7,45,3100
31CH ,CHIGF ,-7, CHIHUAHUA            ,FRT     ,US, TX,27,8,7983
31CU ,CUAGF ,-6, CHAUHTEMOC           ,FRT     ,US, TX,27,8,7832
31DO ,ZDOGA ,-5, DORCHESTER           ,EX PT   ,US, GA,27,8,3111
31FC ,FCTGA ,-5, FUEL CITY TRUCKSTOP  ,EX PT   ,US, GA,7,45,3160
31FJ ,FLYGA ,-5, FLYING J TRUCKSTOP   ,EX PT   ,US, GA,7,45,3040
31FL ,FSLGA ,-5, FOREST PARK PEAK STAG,EX PT   ,US, GA,7,45,3059
31HE ,HESGA ,-5, JACKSON GA TURN AROUN,EX PT   ,US, GA,7,45,3120
31HH ,ZHHGA ,-5, HAHIRA               ,EX PT   ,US, GA,27,8,3111
31MM ,MTSGA ,-5, MEMAWS TRUCK STOP    ,EX PT   ,US, GA,7,45,3040
31NC ,ECOGA ,-5, EAGLES CORNER        ,EX PT   ,US, GA,7,45,3045
31ND ,DGEGA ,-5, DOUBLES GATE EASY MA ,EX PT   ,US, GA,7,45,3176
31NE ,ENMGA ,-5, ENMARK               ,EX PT   ,US, GA,7,45,3140
31NS ,SOIGA ,-5, SUMMERS OIL          ,EX PT   ,US, GA,7,45,3140
31NU ,NCGGF ,-6, NUEVO CASAS GRANDES  ,FRT     ,US, TX,27,8,7832
31RH ,ZRHGA ,-5, RICHMOND HILL        ,EX PT   ,US, GA,27,8,3111
31RM ,RM2FL ,-5, REMOTE LOT 2         ,EX PT   ,US, FL,7,40,3229
31SH ,ZSHGA ,-5, SYLVESTER            ,EX PT   ,US, GA,27,8,3111
31SL ,SSLGA ,-5, SAVANNAH PEAK STAGING,EX PT   ,US, GA,7,45,3140
31SV ,SVNGA ,-5, SAVANNAH CSX RAILYARD,RAIL YD ,US, GA,7,45,3140
31WT ,WTSGA ,-5, WARESBORO            ,EX PT   ,US, GA,7,45,3150
3200,LCIFL ,-5, LAKE CITY            ,CTR     ,US, FL,7,40,3200
3202,DAYFL ,-5, DAYTONA              ,CTR     ,US, FL,7,40,3202
3203,SAUFL ,-5, ST AUGUSTINE         ,CTR     ,US, FL,7,40,3203
3204,3204,-5, JACKSONVILLE-SOUTH   ,CTR     ,US, FL,7,40,3229
3205,CSXFL ,-5, CSX TRANSPORTATION   ,RAIL YD ,US, FL,7,40,3229
3207,JXDFL ,-5, JACKSONVILLE DAY     ,DSH     ,US, FL,7,40,3229
3208,CAPFL ,-5, CAPO                 ,CPU     ,US, FL,7,40,3202
3209,LANFL ,-5, LANDSTREET           ,HUB     ,US, FL,7,40,3209
3213,HESFL ,-5,Customer Location,CSL     ,US, FL,7,40,3213
3214,TAFFL ,-5, TAFT RAILROAD        ,RAIL YD ,US, FL,7,40,3289
3216,3216,-5, LANDSTREET PACKAGE CE,CTR     ,US, FL,7,40,3209
3218,3218,-5, JACKSONVILLE NIGHT CP,CPU     ,US, FL,7,40,3229
3219,JAXAS ,-5, JACKSONVILLE         ,ARPT    ,US, FL,7,40,3219
321AM,MCO1  ,-5,Customer Location,CSL     ,US, FL,7,40,  321AM 
3220,3220,-5, RIVER CITY PACKAGE   ,CTR     ,US, FL,7,40,3228
3221,3221,-5, RCHFL CTR ZIP HOLD   ,CTR     ,US, FL,7,40,3228
3222,3222,-5, JACKSONVILLE-NORTH   ,CTR     ,US, FL,7,40,3229
3223,3223,-5, JACKSONVILLE         ,CTR     ,US, FL,7,40,3229
3224,PTRFL ,-5, PATTERSON DENTAL SUPP,CPU     ,US, FL,7,40,3229
3225,JAXGF ,-5, JACKSONVILLE         ,FRT     ,US, FL,27,8,3225
3226,RARFL ,-5, JACFL AIR RECOVERY   ,HUB     ,US, FL,7,40,3226
3227,3227,-5, JACKSONVILLE         ,DSH     ,US, FL,7,40,3229
3228,RCHFL ,-5, RIVER CITY HUB       ,HUB     ,US, FL,7,40,3228
3229,JACFL ,-5, JACKSONVILLE         ,HUB     ,US, FL,7,40,3229
322AM,JAX2  ,-5,Customer Location,CSL     ,US, FL,7,40,  322AM 
322CP,322CP ,-5, JACKSONVILLE TWI CPU ,CPU     ,US, FL,7,40,3229
322CT,322CT ,-5, SPECIAL SHIPPER 3322 ,CPU     ,US, FL,7,40,3322
322GR,322GR ,-5,Customer Location,CSL     ,US, FL,7,40,  322GR 
322HS,322HS ,-5,Customer Location,CSL     ,US, FL,7,40,3213
322JJ,322JJ ,-5,Customer Location,CSL     ,US, FL,7,40,  322JJ 
3230,TEAFL ,-5, TALLAHASSEE          ,CTR     ,US, FL,7,40,3230
3231,3231,-5, TALLAHASSEE CPU      ,CPU     ,US, FL,7,40,3230
3233,HSEFL ,-5, HENRY SCHEIN         ,CPU     ,US, FL,7,40,3229
3234,BDBDR ,-5, BODY BUILDERS.COM    ,CPU     ,US, FL,7,40,3230
3235,3235,-7, CIUDAD JUAREZ CENTER ,CTR     ,MX,   ,13,21,3199
3236,FLBRD ,-5, BRADENTON CPU        ,CPU     ,US, FL,7,40,3352
3238,3238,-5, ST. AUGUSTINE CPU    ,CPU     ,US, FL,7,40,3203
323AM,JAX3  ,-5,Customer Location,CSL     ,US, FL,7,40,  323AM 
323VG,323VG ,-5,Customer Location,CSL     ,US, FL,7,40,3203
3240,PANFL ,-6, PANAMA CITY          ,CTR     ,US, FL,7,44,3240
3241,CHIFL ,-6, CHIPLEY              ,CTR     ,US, FL,7,44,3241
3242,EYWAP ,-5, KEY WEST AIRPORT     ,ARPT    ,US, FL,7,40,3303
3244,MAIAP ,-6, MARIANNA AIRPORT     ,ARPT    ,US, FL,7,44,3241
3245,3245,-5, SATURDAY AIR         ,CTR     ,US, FL,7,40,3229
3246,3246,-7, HERMOSILLO IMPORT    ,ARPT    ,MX,   ,13,21,3246
3247,MICPU ,-5, MIAMI CPU            ,CPU     ,US, FL,7,40,3306
3248,WPCPU ,-5, WEST PALM CPU        ,CPU     ,US, FL,7,40,3340
3249,PFNAS ,-6, PANAMA CITY AIR SORT ,ARPT    ,US, FL,7,44,3240
3250,PENFL ,-6, PENSACOLA-SOUTH      ,CTR     ,US, FL,7,44,3250
3251,FTWFL ,-6, FT WALTON BEACH      ,CTR     ,US, FL,7,44,3251
3252,3252,-6, PENSACOLA-NORTH      ,CTR     ,US, FL,7,44,3250
3254,PNSAF ,-6, CARTCO PNS SERVICE CE,FRT     ,US, FL,27,5,3254
3257,COAFL ,-5,Customer Location,CSL     ,US, FL,7,40,3257
3258,3258,-6,Customer Location,CSL     ,US, FL,7,44,3250
3259,PCAAS ,-6, PENSACOLA GATEWAY    ,ARPT    ,US, FL,7,44,3259
3260,GWEFL ,-5, GAINESVILLE          ,CTR     ,US, FL,7,40,3260
3261,OCAFL ,-5, OCALA-OCALA          ,CTR     ,US, FL,7,40,3261
3262,KEWGF ,-5, KEY WEST             ,FRT     ,US, FL,27,8,3262
3265,MIAGF ,-5, MIAMI                ,FRT     ,US, FL,27,8,3265
3267,ODCPU ,-5, OFFICE DEPOT         ,CPU     ,US, FL,7,40,3330
3268,SPTFL ,-5, SUPERIOR TREES       ,CPU     ,US, FL,7,40,3200
3269,BOGFL ,-5, BOGGY CREEK          ,HUB     ,US, FL,7,40,3269
326DT,326DT ,-5, DRAWTITE CPU         ,CPU     ,US, FL,7,40,3260
3270,LONGW ,-5, LONGWOOD             ,CTR     ,US, FL,7,40,3270
3271,LEESB ,-5, LEESBURG             ,CTR     ,US, FL,7,40,3271
3272,3272,-5, ORLANDO PEAK RELIEF  ,CTR     ,US, FL,7,40,3289
3273,3273,-5, LONGWOOD-SANFORD     ,CTR     ,US, FL,7,40,3270
3274,QVCFL ,-5, QVC DROP ORLFL-JACFL ,DSH     ,US, FL,7,40,3289
3275,3275,-5, KISSIMMEE            ,CTR     ,US, FL,7,40,3289
3276,3276,-5, LONGWOOD-ALTAMONTE   ,CTR     ,US, FL,7,40,3270
3279,PIEAP ,-5, ST PETE AIR SORT     ,ARPT    ,US, FL,7,40,3279
3280,3280,-5, ORLANDO              ,CTR     ,US, FL,7,40,3289
3281,3281,-5, LONGWOOD CPU         ,CPU     ,US, FL,7,40,3270
3282,3282,-5, ORLANDO-EAST         ,CTR     ,US, FL,7,40,3289
3283,3283,-5, ORLANDO-WEST         ,CTR     ,US, FL,7,40,3289
3284,3284,-5, LONGWOOD-COLONIAL    ,CTR     ,US, FL,7,40,3270
3286,3286,-5, FLR - OPEN 4         ,STS     ,US, FL,7,40,3289
3287,3287,-5, ORLANDO              ,DSH     ,US, FL,7,40,3289
3288,3288,-5, ORLANDO              ,CPU     ,US, FL,7,40,3289
3289,ORLFL ,-5, ORLANDO              ,HUB     ,US, FL,7,40,3289
328AM,XUSF  ,-5,Customer Location,CSL     ,US, FL,7,40,  328AM 
328AZ,XUSFZ ,-5,Customer Location,CSL     ,US, FL,7,40,  328AM 
328SD,328SD ,-6,Customer Location,CSL     ,US, TN,7,44,  328SD 
328SP,328SP ,-5,Customer Location,CSL     ,US, FL,7,40,  328SP 
3290,COCOA ,-5, COCOA                ,CTR     ,US, FL,7,40,3290
3291,MLBRN ,-5, MELBOURNE            ,CTR     ,US, FL,7,40,3291
3292,3292,-5, TITUSVILLE           ,CTR     ,US, FL,7,40,3290
3293,3293,-5, DAVENPORT WEST CENTER,CTR     ,US, FL,7,40,3306
3294,FMCPU ,-5, FORT MYERS CPU       ,CPU     ,US, FL,7,40,3390
3295,HNLAP ,-10, HONOLULU INTERN'L    ,ACTR    ,US, HI,3,92,9679
3296,VBEFL ,-5, VERO BEACH           ,CTR     ,US, FL,7,40,3296
3299,MCOAS ,-5, ORLANDO              ,ARPT    ,US, FL,7,40,3299
329CF,329CF ,-5,Customer Location,CSL     ,US, FL,7,40,  329CF 
329VB,329VB ,-5,Customer Location,CSL     ,US, FL,7,40,  329VB 
329VR,329VR ,-5, VERO BEACH CPU       ,CPU     ,US, FL,7,40,3296
32ANX,ANXFL ,-5, ANIXTER              ,ARPT    ,US, FL,7,40,3289
32BN ,BGBFL ,-5, BIG BEN TRUCK STOP   ,EX PT   ,US, FL,7,40,3229
32BU ,LBUFL ,-5, LAKE BUTLER          ,EX PT   ,US, FL,7,40,3200
32CB ,TFCFL ,-5, TITUSVILLE FEC RAIL Y,RAIL YD ,US, FL,7,40,3289
32CM ,CRDGA ,-5, CORDELE MEET POINT   ,EX PT   ,US, GA,7,45,3229
32FE ,FCRFL ,-5, FEC COCOA RAILYARD   ,RAIL YD ,US, FL,7,40,3229
32FM ,FMKFL ,-5, FARMERS' MARKET      ,EX PT   ,US, FL,7,40,3229
32FU ,LNGFL ,-5, LNG FUELING STATION  ,EX PT   ,US, FL,7,40,3229
32HD ,HDPFL ,-5, HOME DEPOT           ,EX PT   ,US, FL,7,40,3202
32HT ,HTAFL ,-6, HARDEES TA           ,EX PT   ,US, FL,7,44,3251
32JS ,ZJRFL ,-5," JASPER, FL           ",EX PT   ,US, FL,27,8,3225
32JU ,JUAGF ,-7, CIUDAD JUAREZ        ,FRT     ,US, TX,27,8,7983
32NB ,ATSGA ,-5, ADEL TRUCK STOP      ,EX PT   ,US, GA,7,45,3160
32NC ,BTSGA ,-5, BRUNSWICK TRUCK STOP ,EX PT   ,US, GA,7,45,3151
32ND ,COLGA ,-5, COLUMBUS             ,EX PT   ,US, GA,7,45,3190
32NE ,DSPFL ,-6, DEFUNIAK SPRINGS     ,EX PT   ,US, FL,7,44,3241
32NF ,GRIFL ,-6, GRAND RIDGE          ,EX PT   ,US, FL,7,44,3241
32NG ,LOAFL ,-5, LIVE OAK             ,EX PT   ,US, FL,7,40,3200
32NH ,METGA ,-5, METTER               ,EX PT   ,US, GA,7,45,3045
32NJ ,OCLFL ,-5, OCALA                ,EX PT   ,US, FL,7,40,3261
32NK ,PERGA ,-5, PERRY                ,EX PT   ,US, GA,7,45,3100
32NL ,SR6FL ,-5, STATE ROAD 6 WEST    ,EX PT   ,US, FL,7,40,3200
32NM ,SWAGA ,-5, SWAINSBORO           ,EX PT   ,US, GA,7,45,3040
32NN ,TITGA ,-5, TIFTON               ,EX PT   ,US, GA,7,45,3179
32NP ,VADGA ,-5, VALDOSTA             ,EX PT   ,US, GA,7,45,3160
32NQ ,WACGA ,-5, WAYCROSS             ,EX PT   ,US, GA,7,45,3150
32NS ,HDEFL ,-5, HOME DEPOT           ,EX PT   ,US, FL,7,40,3229
32PB ,PBAFL ,-5," PALM BAY, FL         ",EX PT   ,US, FL,7,40,3291
32PC ,PACFL ,-5," PALM COAST, FLORIDA  ",EX PT   ,US, FL,7,40,3202
32PK ,FLTFL ,-5, 1475 SW 8 ST BOYNTN B,EX PT   ,US, FL,7,40,3229
32PT ,PATFL ,-5, PATTERSON DENTAL     ,EX PT   ,US, FL,7,40,3229
32SY ,ZNSFL ,-5, NEW SMYRNA BEACH     ,EX PT   ,US, FL,27,8,3392
32TV ,TITFL ,-5, TITUSVILLE           ,EX PT   ,US, FL,7,40,3290
32VD ,ZVDGA ,-5, VALDOSTA             ,EX PT   ,US, GA,27,8,3111
3300,ISLFL ,-5, ISLAMORADA           ,CTR     ,US, FL,7,40,3300
3301,3301,-5, DEERFIELD SOUTH      ,CTR     ,US, FL,7,40,3326
3302,HOLFL ,-5, HOLLYWOOD            ,CTR     ,US, FL,7,40,3302
3303,KWEFL ,-5, KEY WEST             ,CTR     ,US, FL,7,40,3303
3305,SRFFL ,-5, SOUTHERN RAILYARD AT ,RAIL YD ,US, FL,7,40,3306
3306,MCEFL ,-5, MIAMI                ,CTR     ,US, FL,7,40,3306
3307,HOCPU ,-5, HOLLYWOOD CPU        ,CPU     ,US, FL,7,40,3302
3308,GFRFL ,-5, HIAFL N CPU          ,CPU     ,US, FL,7,40,3309
3309,HIAFL ,-5, HIALEAH              ,HUB     ,US, FL,7,40,3309
330BA,BOAFL ,-5,Customer Location,CSL     ,US, FL,7,40,  330BA 
330CP,330CP ,-5, SPECIAL SHIPPER 3306 ,CPU     ,US, FL,7,40,3306
330CT,330CT ,-5, SPECIAL SHIPPER 3306 ,CPU     ,US, FL,7,40,3306
330FD,330FD ,-5,Customer Location,CSL     ,US, FL,7,40,  330FD 
3310,3310,-5, MIAMI-WEST           ,CTR     ,US, FL,7,40,3306
3311,HSDFL ,-5, HOMESTEAD            ,CTR     ,US, FL,7,40,3311
3313,3313,-5, HIALEAH-METRO        ,CTR     ,US, FL,7,40,3309
3314,3314,-5, HIALEAH NORTH        ,CTR     ,US, FL,7,40,3309
3315,3315,-5, SAWGRASS MALL        ,CTR     ,US, FL,7,40,3330
3316,3316,-5, HIALEAH-EAST         ,CTR     ,US, FL,7,40,3309
3317,3317,-5, HIALEAH 33166 RELIEF ,CTR     ,US, FL,7,40,3309
3318,3318,-5, HIALEAH - TDP        ,CPU     ,US, FL,7,40,3309
3319,MIAFL ,-5, MIAMI                ,HUB     ,US, FL,7,40,3306
331AM,MIA1  ,-5,Customer Location,CSL     ,US, FL,7,40,  331AM 
331PD,MPDFL ,-5, MIAMI TURNPIKE PAD   ,EX PT   ,US, FL,7,40,3309
3321,DAVFL ,-5, DAVENPORT            ,CTR     ,US, FL,7,40,3306
3322,DORFL ,-5, DORAL                ,CTR     ,US, FL,7,40,3322
3323,TPAAF ,-5, CARTCO TAMPA SERVICE ,FRT     ,US, FL,27,5,3323
3325,3325,-5, DEERFIELD VILLAGE    ,CTR     ,US, FL,7,40,3325
3326,DERFL ,-5, DEERFIELD NORTH      ,CTR     ,US, FL,7,40,3326
3328,3328,-5, DEERFIELD CPU        ,CPU     ,US, FL,7,40,3326
3329,MIAAS ,-5, MIAMI AIRPORT        ,ARPT    ,US, FL,7,40,3329
3330,FTLAU ,-5, FT LAUDERDALE-CENTRAL,CTR     ,US, FL,7,40,3330
3331,3331,-5, FT LAUDERDALE-SOUTH  ,CTR     ,US, FL,7,40,3330
3333,POCFL ,-5, PT. CHARLOTTE        ,CTR     ,US, FL,7,40,3333
3335,WPBGF ,-5, WEST PALM BEACH      ,FRT     ,US, FL,27,8,3335
3337,AMXFL ,-5, AMERCIAN EXPRESS CPU ,CPU     ,US, FL,7,40,3330
3338,3338,-5, FT. LAUDERDALE CPU   ,CPU     ,US, FL,7,40,3330
3339,FTLAP ,-5, FT. LAUDERDALE AIRPOR,ARPT    ,US, FL,7,40,3339
3340,WPBFL ,-5, WEST PALM BEACH      ,CTR     ,US, FL,7,40,3340
3341,TMPGF ,-5, TAMPA                ,FRT     ,US, FL,27,8,3341
3342,HIAWF ,-5, HIALEAH WEST         ,CTR     ,US, FL,7,40,3309
3343,STUFL ,-5, STUART               ,CTR     ,US, FL,7,40,3343
3344,3344,-5, JUPITER              ,CTR     ,US, FL,7,40,3340
3345,FTMGF ,-5, FORT MYERS           ,FRT     ,US, FL,27,8,3345
3346,OCAGF ,-5, OCALA                ,FRT     ,US, FL,27,8,3346
3347,3347,-5, MIAMI DOWNTOWN AIR   ,ACTR    ,US, FL,7,40,3329
3348,3348,-5, HIALEAH 33178 RELIEF ,CTR     ,US, FL,7,40,3309
3349,PBIAS ,-5, WEST PALM AIRPORT    ,ARPT    ,US, FL,7,40,3349
3350,SARA  ,-5, SARASOTA-NORTH       ,CTR     ,US, FL,7,40,3350
3351,PHAFL ,-5, PALM HARBOR          ,CTR     ,US, FL,7,40,3351
3352,BRDEN ,-5, BRADENTON            ,CTR     ,US, FL,7,40,3352
3353,3353,-5, PINELLAS-LARGO       ,CTR     ,US, FL,7,40,3379
3354,3354,-5, SARASOTA-SOUTH       ,CTR     ,US, FL,7,40,3350
3355,PTRCH ,-5, PORT RICHEY          ,CTR     ,US, FL,7,40,3355
3356,3356,-5, PINELLAS CPU         ,CPU     ,US, FL,7,40,3379
3357,BROFL ,-5, BROOKSVILLE          ,CTR     ,US, FL,7,40,3357
3358,FLLAF ,-5, CARTCO FLL SERVICE CE,FRT     ,US, FL,27,5,3378
3359,FPRAS ,-5, FT PIERCE            ,ARPT    ,US, FL,7,40,3491
335AM,TPA1  ,-5,Customer Location,CSL     ,US, FL,7,40,  335AM 
335AX,TPA1Z ,-5,Customer Location,CSL     ,US, FL,7,40,  335AM 
335AZ,TTYFL ,-5, TAMPA AMAZON TRAILER ,EX PT   ,US, FL,7,40,3369
335CP,335CP ,-5, SARASOTA CPU         ,CPU     ,US, FL,7,40,3350
335WA,335WA ,-5, BROOKSVILLE WALMART C,CPU     ,US, FL,7,40,3357
3360,3360,-5, TAMPA CPU            ,CPU     ,US, FL,7,40,3369
3361,3361,-5, TAMPA-BAYSHORE       ,CTR     ,US, FL,7,40,3369
3362,3362,-5, TAMPA-SOUTHEAST      ,CTR     ,US, FL,7,40,3369
3363,BAYFL ,-5, BAYSIDE              ,CTR     ,US, FL,7,40,3363
3364,3364,-5, TAMPA-NORTHEAST      ,CTR     ,US, FL,7,40,3369
3365,3365,-5, BAYSIDE CPU-THOMPSON ,CPU     ,US, FL,7,40,3363
3366,NSZFL ,-5, FT. LAUDERDALE NS    ,RAIL YD ,US, FL,7,40,3330
3367,TPAAP ,-5, TAMPA AIRPORT        ,ARPT    ,US, FL,7,40,3367
3368,TPAFL ,-5, TAMPA CPU SLIC       ,CPU     ,US, FL,7,40,3289
3369,TAMFL ,-5, TAMPA-TWILITE        ,HUB     ,US, FL,7,40,3369
3371,3371,-5, PINELLAS-ST.PETERSBUR,CTR     ,US, FL,7,40,3379
3373,FLZFL ,-5, FT LAUDERDALE        ,RAIL YD ,US, FL,7,40,3330
3375,HMCPU ,-5, HOMESTEAD CPU        ,CPU     ,US, FL,7,40,3311
3376,MIZFL ,-5, MIAMI                ,RAIL YD ,US, FL,7,40,3306
3378,FLLGF ,-5, FT LAUDERDALE        ,FRT     ,US, FL,27,8,3378
3379,PINFL ,-5, PINELLAS             ,HUB     ,US, FL,7,40,3379
3380,LAKFL ,-5, LAKELAND-LAKELAND    ,CTR     ,US, FL,7,40,3380
3382,3382,-5, LAKELAND VILLAGE     ,CTR     ,US, FL,7,40,3380
3383,3383,-5, LK WALES CPU SLIC    ,CPU     ,US, FL,7,40,3385
3384,SGIFL ,-5,Customer Location,CSL     ,US, FL,7,40,3289
3385,LWAFL ,-5, LAKE WALES           ,CTR     ,US, FL,7,40,3385
3386,3386,-5, DORAL NORTH          ,CTR     ,US, FL,7,40,3322
3387,SOUFL ,-5, JACKSONVILLE SOUTHN  ,RAIL YD ,US, FL,7,40,3229
3388,3388,-5, GAHMT GA HAZMAT      ,CTR     ,US, GA,7,45,3033
338AM,TPA2  ,-5,Customer Location,CSL     ,US, FL,7,40,  338AM 
338AX,TPA2Z ,-5,Customer Location,CSL     ,US, FL,7,40,  338AM 
338AZ,LTYFL ,-5, LAKELAND AMAZON TRAIL,EX PT   ,US, FL,7,40,3380
338LL,338LL ,-5, LAKELAND CPU         ,CPU     ,US, FL,7,40,3380
338WH,WHRFL ,-5, WINTER HAVEN CSX RAIL,RAIL YD ,US, FL,7,40,3380
338WM,338WM ,-5,Customer Location,CSL     ,US, FL,7,40,3200
3390,3390,-5, FORT MYERS NORTH     ,CTR     ,US, FL,7,40,3390
3391,PUGFL ,-5, PUNTA GORDA          ,CTR     ,US, FL,7,40,3333
3392,OROGF ,-5, ORLANDO              ,FRT     ,US, FL,27,8,3392
3393,FECFL ,-5, JACKSONVILLE FEC     ,RAIL YD ,US, FL,7,40,3229
3394,NAPFL ,-5, NAPLES               ,CTR     ,US, FL,7,40,3394
3395,TMPFL ,-5, CSX RAIL YD (TAMPA)  ,RAIL YD ,US, FL,7,40,3369
