,SLIC,SLIC_State
6087,67RI , KS
6088,6804, NE
6089,6806, NE
6090,6808, NE
6091,6810, NE
6092,6811, NE
6093,6814, NE
6094,6815, NE
6095,6816, NE
6096,6817, NE
6097,6818, NE
6098,6819, NE
6099,681OT, NE
6100,6822, NE
6101,6825, NE
6102,6827, NE
6103,6828, NE
6104,6829, NE
6105,6830, NE
6106,6834, NE
6107,6837, NE
6108,6838, NE
6109,6839, NE
6110,683OS, NE
6111,6842, NE
6112,6845, NE
6113,6847, NE
6114,6848, NE
6115,6849, NE
6116,6850, NE
6117,6853, NE
6118,6854, NE
6119,6858, NE
6120,6859, NE
6121,685DM, NE
6122,685DV, NE
6123,685LN, NE
6124,685LX, NE
6125,685ON, NE
6126,685OT, NE
6127,685SF, NE
6128,685SM, NE
6129,6860, NE
6130,6868, NE
6131,6869, NE
6132,6870, NE
6133,6871, NE
6134,6872, NE
6135,6873, NE
6136,6874, NE
6137,6878, NE
6138,6879, NE
6139,6880, NE
6140,6881, NE
6141,6882, NE
6142,6883, NE
6143,6885, NE
6144,6888, NE
6145,6889, NE
6146,6890, NE
6147,6895,   
6148,6898, NE
6149,6899, NE
6150,68JD , NE
6151,68NB , NE
6152,68NG , NE
6153,68NL , NE
6154,68NY , NE
6155,68PB , NE
6156,68SB , NE
6157,68SD , NE
6158,68SS , NE
6159,68ST , NE
6160,68UP , IA
6161,6900, NE
6162,6905, MB
6163,6908, NE
6164,6909, NE
6165,6910, NE
6166,6911, NE
6167,6915, NE
6168,6918, NE
6169,6919, NE
6170,691CS, NE
6171,6920, NE
6172,6929, NE
6173,6930, NE
6174,6931, NE
6175,6934, NY
6176,6935, SK
6177,6938, FL
6178,6939, NE
6179,693AL, NE
6180,693SC, NE
6181,6948, CA
6182,6949, NE
6183,6959, NE
6184,6996, MB
6185,69AI , NE
6186,69BS , NE
6187,69BU , NE
6188,69GB , NE
6189,69NB , NE
6190,69NG , NE
6191,69NH , NE
6192,69NO , NE
6193,69NP , NE
6194,69NS , NE
6195,69RC , NE
6196,69SF , NE
6197,69TH , NE
6198,69VA , NE
6199,69VT , NE
6200,6S2  , OR
6201,7000, LA
6202,7001, LA
6203,7007, LA
6204,7008, LA
6205,7009, LA
6206,7010, LA
6207,7011, LA
6208,7012, LA
6209,7013, LA
6210,7017, LA
6211,7018, LA
6212,7019, LA
6213,7020, LA
6214,7025, LA
6215,7026, LA
6216,7028, LA
6217,7029, SK
6218,7030, LA
6219,7031, LA
6220,7038, LA
6221,7040, LA
6222,7045, LA
6223,7048, LA
6224,7049, LA
6225,7050, LA
6226,7051, LA
6227,7052, LA
6228,7057, LA
6229,7058, LA
6230,7059, LA
6231,705ST, LA
6232,7060, LA
6233,7067, LA
6234,7068, LA
6235,7069, LA
6236,7070, LA
6237,7075, AB
6238,7078, LA
6239,7079, LA
6240,7080, LA
6241,7081, LA
6242,7084, LA
6243,7088, LA
6244,7089, LA
6245,7098, LA
6246,70BO , LA
6247,70BR , LA
6248,70CR , LA
6249,70CS , LA
6250,70DF , LA
6251,70DV , LA
6252,70EG , LA
6253,70GM , LA
6254,70HT , LA
6255,70JO , LA
6256,70KG , LA
6257,70KS , LA
6258,70LP , LA
6259,70NA , LA
6260,70NB , LA
6261,70NE , LA
6262,70NF , LA
6263,70NH , LA
6264,70NR , LA
6265,70RA , LA
6266,70RK , LA
6267,70SZ , TX
6268,70UN , LA
6269,7109, LA
6270,7110, LA
6271,7115, LA
6272,7116, LA
6273,7117, LA
6274,7118, LA
6275,7119, LA
6276,7120, LA
6277,7122, LA
6278,7123, LA
6279,7126, LA
6280,7127, AB
6281,7128, LA
6282,7129, LA
6283,7130, LA
6284,7131, LA
6285,7132, LA
6286,7133, LA
6287,7135, AB
6288,7136, AB
6289,7138, LA
6290,7139, LA
6291,7140, LA
6292,7141, LA
6293,7142, LA
6294,7143, LA
6295,7148, LA
6296,7149, LA
6297,7159, BC
6298,7160, AR
6299,7161, AR
6300,7169, LA
6301,7170, AR
6302,7171, AR
6303,7179, AR
6304,7180, AR
6305,7185, AB
6306,7187, AR
6307,7189, AR
6308,7190, AR
6309,7191, AR
6310,7192, AR
6311,7198, LA
6312,71BD , LA
6313,71BO , LA
6314,71CP , LA
6315,71DE , LA
6316,71DT , LA
6317,71FJ , AR
6318,71FL , LA
6319,71FT , MS
6320,71GD , LA
6321,71JE , LA
6322,71KT , LA
6323,71LT , LA
6324,71NA , LA
6325,71NS , MS
6326,71OT , AR
6327,71RR , AR
6328,71RT , LA
6329,71TO , LA
6330,71TS , LA
6331,71UP , LA
6332,71VT , LA
6333,71WT , LA
6334,7200, AR
6335,7203, AR
6336,7206, AR
6337,7208, AR
6338,7209, AR
6339,7210, AR
6340,7212, AR
6341,7220, AR
6342,7222, AR
6343,7223, AR
6344,7224, AR
6345,7225, AR
6346,7226, AR
6347,7227, AR
6348,7228, AR
6349,7229, AR
6350,7230, AR
6351,7231, AR
6352,7232,   
6353,7235,   
6354,7236, AR
6355,7238, AR
6356,7240, AR
6357,7241, AR
6358,7245, AR
6359,7248, AR
6360,7250, AR
6361,7255, AB
6362,7260, AR
6363,7261, MO
6364,7263, AR
6365,7264, AR
6366,7265, AB
6367,7266, AB
6368,7267, AB
6369,7268, AR
6370,7270, AR
6371,7271, AR
6372,7275, AR
6373,7278, AR
6374,7279, AR
6375,7280, AR
6376,7285, CO
6377,7289, AB
6378,7290, AR
6379,7292, AR
6380,7294, AB
6381,7295, AB
6382,7296, AB
6383,7297, AB
6384,7298, AR
6385,7299, AR
6386,72BB , AR
6387,72BL , AR
6388,72BR , AR
6389,72CK , AR
6390,72FR , AR
6391,72GU , AR
6392,72LO , AR
6393,72MA , AR
6394,72MR , AR
6395,72NA , AR
6396,72NB , AR
6397,72NC , AR
6398,72ND , AR
6399,72NE , AR
6400,72NF , AR
6401,72NG , AR
6402,72NH , AR
6403,72NJ , AR
6404,72NK , AR
6405,72NL , AR
6406,72NM , AR
6407,72NN , AR
6408,72NP , AR
6409,72NQ , AR
6410,72NR , AR
6411,72NS , AR
6412,72NT , AR
6413,72NU , AR
6414,72NV , AR
6415,72NW , AR
6416,72NX , AR
6417,72NY , AR
6418,72PA , AR
6419,72PB , AR
6420,72PC , AR
6421,72PU , TX
6422,72RU , AR
6423,72SI , AR
6424,72SOZ, AR
6425,72SP , AR
6426,72VT , AR
6427,72XA , AR
6428,7304, OK
6429,7307, OK
6430,7308, OK
6431,7309, OK
6432,7310, OK
6433,7311, OK
6434,7313, OK
6435,7314, OK
6436,7317, OK
6437,7318, OK
6438,7319, OK
6439,731SS, OK
6440,7320, OK
6441,7321, OK
6442,7326,   
6443,7327, AR
6444,7328, OK
6445,7336,   
6446,7338, OK
6447,7340, OK
6448,7343, OK
6449,7348, OK
6450,7349, OK
6451,7350, OK
6452,7351, OK
6453,7352, OK
6454,7355, OK
6455,7358, OK
6456,7359, OK
6457,7360, OK
6458,7365, OK
6459,7368, OK
6460,7369, OK
6461,7370, OK
6462,7379, OK
6463,7380, OK
6464,7381, OK
6465,7388, OK
6466,7390, OK
6467,7391, TX
6468,7397, OK
6469,7399, OK
6470,73AH , OK
6471,73AY , OK
6472,73FJ , OK
6473,73GT , OK
6474,73GV , OK
6475,73HX , OK
6476,73J  , SC
6477,73KM , OK
6478,73LPV, OK
6479,73LT , OK
6480,73LV , OK
6481,73NB , OK
6482,73NC , OK
6483,73ND , OK
6484,73NE , OK
6485,73NH , OK
6486,73NK , OK
6487,73NP , OK
6488,73NQ , OK
6489,73NS , OK
6490,73NU , OK
6491,73NX , OK
6492,73PC , OK
6493,73PT , KS
6494,73PU , OK
6495,73RO , OK
6496,73SY , OK
6497,7401, OK
6498,7402, OK
6499,7403, OK
6500,7404, OK
6501,7405, MB
6502,7406, OK
6503,7409, OK
6504,7410, OK
6505,7411, OK
6506,7412, OK
6507,7414, OK
6508,7416,   
6509,7417, OK
6510,7418, OK
6511,7419, OK
6512,7421, MD
6513,7423, FL
6514,7424, MD
6515,7428, AB
6516,7429, OK
6517,7430, OK
6518,7432, OK
6519,7434, OK
6520,7436, AB
6521,7439, AB
6522,7440, OK
6523,7446, AB
6524,7447, AB
6525,7449, AB
6526,7450, OK
6527,7455, AB
6528,7457, OK
6529,7458, OK
6530,7459, OK
6531,7460, OK
6532,7461, CA
6533,7462, OK
6534,7463, CA
6535,7464, NV
6536,7465, AR
6537,7467, NS
6538,7468, OK
6539,7469, AB
6540,7470, OK
6541,7472, OK
6542,7476, NS
6543,7477, AB
6544,7478, OK
6545,7479, OK
6546,7480, OK
6547,7482, NS
6548,7483, ON
6549,7484, AB
6550,7485, NS
6551,7486, NS
6552,7487, PQ
6553,7488, OK
6554,7492, OK
6555,7493, AB
6556,7495, AB
6557,7497, ON
6558,7498, OK
6559,7499, AB
6560,74AW , OK
6561,74BC , OK
6562,74BF , OK
6563,74BG , OK
6564,74BI , OK
6565,74BJ , OK
6566,74BK , AB
6567,74BL , OK
6568,74CI , OK
6569,74ES , AB
6570,74GS , AB
6571,74LC , OK
6572,74LS , OK
6573,74LT , OK
6574,74LTC, OK
6575,74MB , OK
6576,74PT , OK
6577,74RO , OK
6578,74SAX, OK
6579,74SH , OK
6580,74SS , OK
6581,74TS , OK
6582,74WG , OK
6583,74ZX , OK
6584,7500, TX
6585,7501, TX
6586,7502, TX
6587,7503, TX
6588,7504, TX
6589,7505, TX
6590,7506, TX
6591,7507, TX
6592,7508, TX
6593,7509, BC
6594,750AM, TX
6595,750HF, TX
6596,750MS, TX
6597,750R , TX
6598,7510, TX
6599,7511, TX
6600,7512, TX
6601,7515, TX
6602,7517, TX
6603,7518, TX
6604,7519, TX
6605,751AM, TX
6606,751FD, TX
6607,751JC, TX
6608,751KO, TX
6609,751WS, TX
6610,7520, TX
6611,7521, TX
6612,7522, TX
6613,7523, TX
6614,7524, TX
6615,7525, TX
6616,7526, TX
6617,7527, TX
6618,7528, TX
6619,7529, TX
6620,752AM, TX
6621,752DD, TX
6622,752FD, TX
6623,752TD, TX
6624,7533, TX
6625,7534, TX
6626,7535, TX
6627,7536, TX
6628,7538, TX
6629,7539, TX
6630,753TX, TX
6631,7540, TX
6632,7542, TX
6633,7545, TX
6634,7546, TX
6635,7547, TX
6636,7548, TX
6637,7549, TX
6638,7550, TX
6639,7552, TX
6640,7553, TX
6641,7554, TX
6642,7555, TX
6643,7556, TX
6644,7558, TX
6645,7559, TX
6646,7560, TX
6647,7561, TX
6648,7562, TX
6649,7563, TX
6650,7564, TX
6651,7565, TX
6652,7567, TX
6653,7568, TX
6654,7569, TX
6655,756AM, TX
6656,7570, TX
6657,7571, TX
6658,7576, TX
6659,7578, TX
6660,7579, TX
6661,757AM, TX
6662,7580, TX
6663,7581, TX
6664,7585, TX
6665,7588, TX
6666,758AM, TX
6667,7590, TX
6668,7591, TX
6669,7593,   
6670,7594, TX
6671,7595, TX
6672,7595D, TX
6673,7595N, TX
6674,7595S, TX
6675,7596, TX
6676,7597, TX
6677,7598, TX
6678,7599, TX
6679,759CP, TX
6680,759DA, TX
6681,759DD, TX
6682,759DT, TX
6683,759GR, TX
6684,759TX, TX
6685,75BN , TX
6686,75CEF, TX
6687,75CK , TX
6688,75CNG, TX
6689,75COV, TX
6690,75CY , TX
6691,75DAS, TX
6692,75DF , TX
6693,75DS , TX
6694,75DSH, TX
6695,75DTS, TX
6696,75EF , TX
6697,75EN , TX
6698,75FD , TX
6699,75FF , TX
6700,75FJW, TX
6701,75FLJ, TX
6702,75FT , TX
6703,75GAW, TX
6704,75GDN, TX
6705,75GV , TX
6706,75HK , TX
6707,75HPE, TX
6708,75HRH, TX
6709,75KC , TX
6710,75LM , TX
6711,75LQ , TX
6712,75LR , TX
6713,75NA , TX
6714,75NB , TX
6715,75NC , TX
6716,75ND , TX
6717,75NE , TX
6718,75NF , TX
6719,75NFV, TX
6720,75NG , TX
6721,75NH , TX
6722,75NK , TX
6723,75NL , TX
6724,75NM , TX
6725,75NN , TX
6726,75NP , TX
6727,75NWK, TX
6728,75PAG, TX
6729,75RG , TX
6730,75SH , TX
6731,75SKY, TX
6732,75TK , TX
6733,75TP , TX
6734,75VFL, TX
6735,75WD , TX
6736,75WR , TX
6737,75ZV , TX
6738,7600, TX
6739,7601, TX
6740,7603, TX
6741,7605, TX
6742,7606, TX
6743,7607, TX
6744,7608, TX
6745,7609, TX
6746,760BA, TX
6747,7610, TX
6748,7611, TX
6749,7612, TX
6750,7617, TX
6751,7618, TX
6752,7619, TX
6753,761A , TX
6754,761AM, TX
6755,761AZ, TX
6756,761WM, TX
6757,7620, TX
6758,7621, TX
6759,7622,   
6760,7623, TX
6761,7624, TX
6762,7625, TX
6763,7626, TX
6764,7627,   
6765,7628, TX
6766,7629, TX
6767,7630, TX
6768,7631, TX
6769,7632, TX
6770,7633, TX
6771,7635, TX
6772,7636, TX
6773,7637, TX
6774,7638, TX
6775,7639, TX
6776,7641, TX
6777,7642, TX
6778,7643, TX
6779,7644, TX
6780,7645, TX
6781,7646, TX
6782,7648, TX
6783,7649, TX
6784,764BX, TX
6785,764GA, TX
6786,764HS, TX
6787,764TD, TX
6788,7650, TX
6789,7652, TX
6790,7654, TX
6791,7655, TX
6792,7656, TX
6793,7656Z, TX
6794,7657, TX
6795,7657Z, TX
6796,7658, TX
6797,7659,   
6798,7663, CO
6799,7664, IN
6800,7665, IA
6801,7667, TX
6802,7669, TX
6803,7670, TX
6804,7671, TX
6805,7673, TX
6806,7675, TX
6807,7678, TX
6808,7679, TX
6809,767AM, TX
6810,7680, TX
6811,7682, MS
6812,7683, LA
6813,7687, TX
6814,7687N, TX
6815,7687T, TX
6816,7688, TX
6817,7689, TX
6818,768DD, TX
6819,768TD, TX
6820,7690, TX
6821,7694, ID
6822,7696, TX
6823,7698, TX
6824,76AL , TX
6825,76ALF, TX
6826,76AP , TX
6827,76APC, TX
6828,76APF, TX
6829,76BN , TX
6830,76CI , TX
6831,76EML, TX
6832,76FWF, TX
6833,76HEN, TX
6834,76HL , TX
6835,76JS , TX
6836,76KE , TX
6837,76LTR, TX
6838,76MB , TX
6839,76NE , TX
6840,76OO , TX
6841,76PB , TX
6842,76PU , TX
6843,76QU , TX
6844,76SF , TX
6845,76SG , TX
6846,76SJ , TX
6847,76ST , TX
6848,76STN, TX
6849,76STR, TX
6850,76TMS, TX
6851,76TP , TX
6852,76UP , TX
6853,76VE , TX
6854,76WTS, TX
6855,7700, TX
6856,7702, TX
6857,7703, TX
6858,7704, TX
6859,7705, TX
6860,7706, TX
6861,7707, TX
6862,7708, TX
6863,7709, TX
6864,770CC, TX
6865,7711, TX
6866,7712, TX
6867,7713, TX
6868,7716, TX
6869,7717, TX
6870,7718, TX
6871,7719,   
6872,7720, TX
6873,7721, TX
6874,7723, TX
6875,7724, TX
6876,7725, TX
6877,7727, TX
6878,7729, TX
6879,772AM, TX
6880,7730, TX
6881,7732, TX
6882,7734, TX
6883,7736, TX
6884,7737, TX
6885,7738, TX
6886,7739,   
6887,773AM, TX
6888,7741, TX
6889,7743, TX
6890,7744, TX
6891,7745, TX
6892,7746, TX
6893,7748, TX
6894,7749, TX
6895,7750, TX
6896,7751, TX
6897,7752, TX
6898,7753, TX
6899,7756, TX
6900,7757, TX
6901,7758, TX
6902,7759, TX
6903,775DA, TX
6904,775TW, TX
6905,7760, TX
6906,7763, TX
6907,7765, TX
6908,7768, TX
6909,7769, TX
6910,776TX, TX
6911,7770, TX
6912,7771, TX
6913,7772, TX
6914,7778, TX
6915,7779, TX
6916,7780, TX
6917,7784, AB
6918,7785, AB
6919,7788, TX
6920,7789, TX
6921,7790, TX
6922,7796,   
6923,7798, TX
6924,7799, TX
6925,77AL , TX
6926,77AN , TX
6927,77AR , TX
6928,77BL , TX
6929,77BP , TX
6930,77BY , TX
6931,77CA , TX
6932,77CN , TX
6933,77D  , MI
6934,77DB , TX
6935,77EH , TX
6936,77EL , TX
6937,77GG , TX
6938,77GN , TX
6939,77GP , TX
6940,77HE , TX
6941,77HL , TX
6942,77HU , TX
6943,77LN , TX
6944,77LTW, TX
6945,77ME , TX
6946,77NA , TX
6947,77NB , TX
6948,77NC , TX
6949,77ND , TX
6950,77NE , TX
6951,77NF , TX
6952,77NG , TX
6953,77NH , TX
6954,77NJ , TX
6955,77NK , TX
6956,77NL , TX
6957,77NM , TX
6958,77NN , TX
6959,77NP , TX
6960,77NQ , TX
6961,77PE , TX
6962,77PT , TX
6963,77RB , TX
6964,77TC , TX
6965,77TD , TX
6966,77TX , TX
6967,77WB , TX
6968,77WL , TX
6969,7800, TX
6970,7801, TX
6971,7803, TX
6972,7804, TX
6973,7805, TX
6974,7808, TX
6975,7809, TX
6976,7811, TX
6977,7812,   
6978,7815,   
6979,7816, TX
6980,7817, TX
6981,7818, TX
6982,7819, TX
6983,781A , TX
6984,781AZ, TX
6985,7820, TX
6986,7821, TX
6987,7822, TX
6988,7823, TX
6989,7824, TX
6990,7825, TX
6991,7826, TX
6992,7827, TX
6993,7828, TX
6994,7829, TX
6995,7830, TX
6996,7831, TX
6997,7832, TX
6998,7835, TX
6999,7836, TX
7000,7838, TX
7001,7839, TX
7002,7840, TX
7003,7841, TX
7004,7842, TX
7005,7843, TX
7006,7844, TX
7007,7845, TX
7008,7846, TX
7009,7847, TX
7010,7848, TX
7011,7849, TX
7012,7850, TX
7013,7851, TX
7014,7852, TX
7015,7853, TX
7016,7854, TX
7017,7855, TX
7018,7856, TX
7019,7857, TX
7020,7858, TX
7021,7859, TX
7022,7860, TX
7023,7864, TX
7024,7864N, TX
7025,7864T, TX
7026,7865, TX
7027,7866, TX
7028,7868, TX
7029,7869, TX
7030,786AM, TX
7031,7871, TX
7032,7872, TX
7033,7873, TX
7034,7874, TX
7035,7875, TX
7036,7876, TX
7037,7877, TX
7038,7878, TX
7039,7879, TX
7040,787SO, TX
7041,7880, TX
7042,7881, TX
7043,7882, TX
7044,7883, TX
7045,7884, TX
7046,7885, TX
7047,7887, TX
7048,7889, TX
7049,7890, TX
7050,7897, TX
7051,7899, TX
7052,78AE , TX
7053,78AO , TX
7054,78BU , TX
7055,78D  , MI
7056,78DM , TX
7057,78DU , TX
7058,78DY , TX
7059,78KRC, TX
7060,78LD , TX
7061,78LG , TX
7062,78LR , TX
7063,78MX , TX
7064,78NA , TX
7065,78NC , TX
7066,78ND , TX
7067,78NE , TX
7068,78NF , TX
7069,78NG , TX
7070,78NJ , TX
7071,78NK , TX
7072,78NL , TX
7073,78NM , TX
7074,78NN , TX
7075,78NQ , TX
7076,78NR , TX
7077,78NS , TX
7078,78NT , TX
7079,78NU , TX
7080,78NV , TX
7081,78PT , TX
7082,78RA , TX
7083,78RB , TX
7084,78SA , TX
7085,78SH , TX
7086,78SS , TX
7087,78STD, TX
7088,78SU , TX
7089,78TBP, TX
7090,78TN , TX
7091,78UD , TX
7092,78VOP, TX
7093,78ZQ , TX
7094,7900, TX
7095,7901, TX
7096,7903, TX
7097,7907, TX
7098,7908, TX
7099,7909, TX
7100,7910, TX
7101,7911, TX
7102,7914, TX
7103,7917, TX
7104,7918, TX
7105,7919, TX
7106,7921, TX
7107,7926, NC
7108,7928, AB
7109,7929, TX
7110,7935, AB
7111,7936, AB
7112,7939, TX
7113,7940, TX
7114,7941, TX
7115,7944, TX
7116,7948, TX
7117,7954, AB
7118,7955, AB
7119,7957,   
7120,7958,   
7121,7959, TX
7122,7960, TX
7123,7964, AB
7124,7965, AB
7125,7968, TX
7126,7969, TX
7127,7970, TX
7128,7976, TX
7129,7977, TX
7130,7978, TX
7131,7979, TX
7132,7980, TX
7133,7982, TX
7134,7983, TX
7135,7984, TX
7136,7985, AB
7137,7986, TX
7138,7987, AB
7139,7990, TX
7140,7991, TX
7141,7993, TX
7142,7994, TX
7143,7998, TX
7144,7999, TX
7145,79AR , AB
7146,79AW , TX
7147,79BE , TX
7148,79BJ , TX
7149,79BT , TX
7150,79CC , TX
7151,79CG , TX
7152,79CO , TX
7153,79DU , ID
7154,79EM , TX
7155,79FY , TX
7156,79GS , AB
7157,79HI , TX
7158,79HPE, TX
7159,79LO , TX
7160,79LR , NM
7161,79LU , TX
7162,79M7 , AB
7163,79M8 , AB
7164,79NS , LA
7165,79OL , TX
7166,79PH , TX
7167,79PL , TX
7168,79RR , TX
7169,79SY , TX
7170,79TA , TX
7171,79TL , TX
7172,79TU , TX
7173,79VH , TX
7174,79WB , TX
7175,79WI , TX
7176,79ZA , TX
7177,79ZI , TX
7178,8000, CO
7179,8001, CO
7180,8002, BC
7181,8003, CO
7182,8005, BC
7183,8007, CO
7184,8008, CO
7185,8010, CO
7186,8012, CO
7187,8013, CO
7188,8016, CO
7189,8017, CO
7190,8018, CO
7191,8019, CO
7192,8021, CO
7193,8022, CO
7194,8023, CO
7195,8024, CO
7196,8025, CO
7197,8027, CO
7198,8028, CO
7199,8029, CO
7200,802AM, CO
7201,802GC, CO
7202,8030, CO
7203,8031, BC
7204,8035, CO
7205,8036, CO
7206,8037, CO
7207,8038, CO
7208,8039, CO
7209,803AM, CO
7210,8040, CO
7211,8043, CO
7212,8045, CO
7213,8046, CO
7214,8050, CO
7215,8051, CO
7216,8053, CO
7217,8054, CO
7218,8056, CO
7219,8057, CO
7220,8058, CO
7221,8059, BC
7222,8063, CO
7223,8064, BC
7224,8069, BC
7225,8070, CO
7226,8075, BC
7227,8079, NM
7228,8080, CO
7229,8081, BC
7230,8087, CO
7231,8089, BC
7232,8091, CO
7233,8094, CO
7234,8095, CO
7235,8098, CO
7236,8099, CO
7237,80BC , CO
7238,80CN , TX
7239,80CP , CO
7240,80DC , CO
7241,80DM , CO
7242,80EC , CO
7243,80GW , BC
7244,80LE , CO
7245,80MD , CO
7246,80NA , CO
7247,80NB , CO
7248,80NC , CO
7249,80ND , CO
7250,80NF , CO
7251,80NG , CO
7252,80NH , CO
7253,80NI , CO
7254,80NJ , CO
7255,80PH , CO
7256,80PK , CO
7257,80PR , CO
7258,80SB , CO
7259,80WA , CO
7260,8100, CO
7261,8101, CO
7262,8102, CO
7263,8104, CO
7264,8105, CO
7265,8106, CO
7266,8108, CO
7267,8109, CO
7268,8110, CO
7269,8111, BC
7270,8112, BC
7271,8113, CO
7272,8114, BC
7273,8115, BC
7274,8116, CO
7275,8119, CO
7276,8120, CO
7277,8121, CO
7278,8122, BC
7279,8123, BC
7280,8125, BC
7281,8126, CO
7282,8130, CO
7283,8132, BC
7284,8133, BC
7285,8134, BC
7286,8135, BC
7287,8137, CO
7288,8139, CO
7289,8140, CO
7290,8141, BC
7291,8142, BC
7292,8143, BC
7293,8145, BC
7294,8149, CO
7295,8150, CO
7296,8151, BC
7297,8152, CO
7298,8153, CO
7299,8155, CO
7300,8156, CO
7301,8157, CO
7302,8159, CO
7303,8160, CO
7304,8161, CO
7305,8162, CO
7306,8163, CO
7307,8164, CO
7308,8165, CO
7309,8166, CO
7310,8168, CO
7311,8169, CA
7312,8171, CO
7313,8172, QC
7314,8173, CO
7315,8174, CO
7316,8175,   
7317,8176, CO
7318,8178, BC
7319,8179, CO
7320,8181, CO
7321,8182, ON
7322,8184, CO
7323,8185, CO
7324,8186, CO
7325,8189, CO
7326,8191, CO
7327,8192, ON
7328,8193, CO
7329,8194, WY
7330,8195,   
7331,8196, WY
7332,8199, CO
7333,81AF , CO
7334,81BC , CO
7335,81CL , NM
7336,81EL , CO
7337,81FR , CO
7338,81J  , FL
7339,81LM , TX
7340,81MD , CO
7341,81NA , CO
7342,81NB , CO
7343,81NC , CO
7344,81ND , CO
7345,81NE , CO
7346,81NF , CO
7347,81NG , CO
7348,81NH , CO
7349,81NI , CO
7350,81NJ , CO
7351,81NK , CO
7352,81NM , CO
7353,81PD , CO
7354,81PS , CO
7355,81SF , CO
7356,81SL , CO
7357,81SP , CO
7358,81SV , CO
7359,81TD , CO
7360,81TS , CO
7361,8200, WY
7362,8201, WY
7363,8202, WY
7364,8207, WY
7365,8208, WY
7366,8210, WY
7367,8217, WY
7368,8219, WY
7369,8221, WY
7370,8229, WY
7371,8230, WY
7372,8239, WY
7373,8240, WY
7374,8243,   
7375,8244, WY
7376,8247, WY
7377,8248, CO
7378,8249, WY
7379,8250, WY
7380,8259, WY
7381,8260, WY
7382,8262, WY
7383,8263, WY
7384,8265, WY
7385,8267, WY
7386,8269, WY
7387,8270, WY
7388,8271, SD
7389,8273, WY
7390,8274, UT
7391,8280, WY
7392,8283, BC
7393,8285, WY
7394,8289, WY
7395,8290, WY
7396,8292, WY
7397,8293, WY
7398,8295, ID
7399,8296, ID
7400,8299, WY
7401,82AR , WY
7402,82BR , WY
7403,82DO , WY
7404,82DU , WY
7405,82EL , WY
7406,82EW , WY
7407,82FJ , WY
7408,82FL , WY
7409,82LA , WY
7410,82MG , WY
7411,82MZ , TX
7412,82NA , WY
7413,82NB , WY
7414,82NC , WY
7415,82ND , WY
7416,82NE , WY
7417,82NF , WY
7418,82NG , WY
7419,82NH , WY
7420,82NI , WY
7421,82NJ , WY
7422,82NK , WY
7423,82NL , WY
7424,82NM , WY
7425,82NN , WY
7426,82NO , WY
7427,82NP , WY
7428,82NQ , WY
7429,82NR , WY
7430,82NS , WY
7431,82NT , WY
7432,82NU , WY
7433,82OJ , WY
7434,82PS , WY
7435,82RS , WY
7436,82TF , WY
7437,82TH , WY
7438,82WH , WY
7439,82WJ , WY
7440,82WS , WY
7441,8300, WY
7442,8301, ID
7443,8302,   
7444,8303, WY
7445,8304, BC
7446,8309, WY
7447,8311, BC
7448,8313, ID
7449,8314, BC
7450,8315, BC
7451,8316, BC
7452,8317, BC
7453,8320, ID
7454,8321, ID
7455,8322, ID
7456,8324, ID
7457,8325, YT
7458,8326, ID
7459,8327, WY
7460,8329, ID
7461,8330, ID
7462,8331, ID
7463,8332, ID
7464,8333, ID
7465,8334, ID
7466,8335, ID
7467,8336, ID
7468,8339, ID
7469,8340, ID
7470,8342, ID
7471,8343, ID
7472,8344, ID
7473,8346, ID
7474,8347, ID
7475,8348, ID
7476,8349, ID
7477,8350, ID
7478,8351, ID
7479,8352, ID
7480,8353, WA
7481,8356, ID
7482,8358, ID
7483,8359, ID
7484,8360, ID
7485,8361, ID
7486,8362, ID
7487,8363, ID
7488,8365, ID
7489,8366, ID
7490,8367, ID
7491,8369, AB
7492,836NA, ID
7493,836SC, ID
7494,8370, ID
7495,8372, ID
7496,8373, ID
7497,8374, ID
7498,8375, ID
7499,8376, ID
7500,8377, ID
7501,8378, ID
7502,8379, ID
7503,837NI, ID
7504,8380, ID
7505,8381, ID
7506,8382, ID
7507,8383, ID
7508,8384, ID
7509,8385, ID
7510,8388, ID
7511,8398, ID
7512,83BC , ID
7513,83BU , ID
7514,83CM , ID
7515,83CV , ID
7516,83DN , ID
7517,83DO , ID
7518,83DR , ID
7519,83DU , ID
7520,83ER , ID
7521,83FJ , ID
7522,83HAM, ID
7523,83HE , AZ
7524,83HM , TX
7525,83HOM, ID
7526,83MA , ID
7527,83MD , ID
7528,83MH , ID
7529,83MM , ID
7530,83MN , ID
7531,83NA , ID
7532,83NB , ID
7533,83NC , ID
7534,83ND , ID
7535,83NE , ID
7536,83NF , ID
7537,83NG , ID
7538,83NH , ID
7539,83NI , ID
7540,83NJ , ID
7541,83NK , ID
7542,83NL , ID
7543,83NM , ID
7544,83NN , ID
7545,83NP , ID
7546,83NQ , ID
7547,83NR , ID
7548,83NS , ID
7549,83NT , ID
7550,83NW , ID
7551,83OR , ID
7552,83PO , ID
7553,83SB , ID
7554,83TA , ID
7555,83WE , ID
7556,8400, UT
7557,8401, UT
7558,8403, UT
7559,8405, UT
7560,8407, UT
7561,8409, BC
7562,840CB, UT
7563,840ST, UT
7564,8410, UT
7565,8411, UT
7566,8412, UT
7567,8413, UT
7568,8415, UT
7569,8416, UT
