,SLIC,SLIC_State
10388,S306D, GA
10389,S306N, GA
10390,S306S, GA
10391,S306T, GA
10392,S30GT, GA
10393,S30KT, GA
10394,S30LL, GA
10395,S30MD, GA
10396,S30MN, GA
10397,S30MS, GA
10398,S30SD, GA
10399,S30SN, GA
10400,S30SS, GA
10401,S30ST, GA
10402,S30TT, GA
10403,S314A, GA
10404,S314L, GA
10405,S314T, GA
10406,S317N, GA
10407,S318S, GA
10408,S320L, FL
10409,S320N, FL
10410,S320S, FL
10411,S320T, FL
10412,S321S, FL
10413,S322D, FL
10414,S322L, FL
10415,S322N, FL
10416,S322S, FL
10417,S322T, FL
10418,S323T, FL
10419,S325T, FL
10420,S326S, FL
10421,S326T, FL
10422,S327S, FL
10423,S327T, FL
10424,S328D, FL
10425,S328L, FL
10426,S328N, FL
10427,S329S, FL
10428,S329T, FL
10429,S32DL, FL
10430,S32DT, FL
10431,S32GT, FL
10432,S32HD, FL
10433,S32HN, FL
10434,S32HS, FL
10435,S32HT, FL
10436,S32RT, FL
10437,S330D, FL
10438,S330L, FL
10439,S330N, FL
10440,S330T, FL
10441,S331T, FL
10442,S332S, FL
10443,S332T, FL
10444,S333T, FL
10445,S334S, FL
10446,S334T, FL
10447,S335T, FL
10448,S336T, FL
10449,S337T, FL
10450,S338T, FL
10451,S339S, FL
10452,S339T, FL
10453,S33AS, FL
10454,S33AT, FL
10455,S33CT, FL
10456,S33MT, FL
10457,S33NT, FL
10458,S33PT, FL
10459,S33ST, FL
10460,S33TT, FL
10461,S350T, AL
10462,S353T, AL
10463,S360D, AL
10464,S360N, AL
10465,S360T, AL
10466,S366T, AL
10467,S370T, TN
10468,S371D, TN
10469,S371L, TN
10470,S372L, TN
10471,S373D, TN
10472,S373N, TN
10473,S373T, TN
10474,S379L, TN
10475,S379N, TN
10476,S380L, TN
10477,S381L, TN
10478,S384L, TN
10479,S392L, MS
10480,S402L, KY
10481,S402N, KY
10482,S402T, KY
10483,S405L, KY
10484,S406T, KY
10485,S410T, OH
10486,S41KT, KY
10487,S41WT, KY
10488,S431L, OH
10489,S432L, OH
10490,S436L, OH
10491,S440T, OH
10492,S441T, OH
10493,S442D, OH
10494,S442L, OH
10495,S443T, OH
10496,S451L, OH
10497,S452L, OH
10498,S453L, OH
10499,S45CN, OH
10500,S45CT, OH
10501,S461T, IN
10502,S462L, IN
10503,S462T, IN
10504,S463T, IN
10505,S46PN, IN
10506,S46PT, IN
10507,S47  , OR
10508,S480L, MI
10509,S480T, MI
10510,S481T, MI
10511,S482L, MI
10512,S482T, MI
10513,S483T, MI
10514,S485T, MI
10515,S488T, MI
10516,S48YT, MI
10517,S495L, MI
10518,S495N, MI
10519,S495T, MI
10520,S502D, IA
10521,S503L, IA
10522,S531L, WI
10523,S532L, WI
10524,S549T, WI
10525,S551L, MN
10526,S554L, MN
10527,S559L, MN
10528,S59  , MT
10529,S600L, IL
10530,S601L, IL
10531,S602L, IL
10532,S603D, IL
10533,S603L, IL
10534,S604A, IL
10535,S604D, IL
10536,S604H, IL
10537,S604L, IL
10538,S604S, IL
10539,S604T, IL
10540,S605W, IL
10541,S606L, IL
10542,S620T, IL
10543,S622T, IL
10544,S630D, MO
10545,S630L, MO
10546,S631L, MO
10547,S641D, KS
10548,S641L, KS
10549,S660D, KS
10550,S660L, KS
10551,S660N, KS
10552,S660T, KS
10553,S662L, KS
10554,S672L, KS
10555,S681L, NE
10556,S701L, LA
10557,S702T, LA
10558,S704T, LA
10559,S708T, LA
10560,S70CT, LA
10561,S722L, AR
10562,S727T, AR
10563,S731D, OK
10564,S731L, OK
10565,S741L, OK
10566,S750D, TX
10567,S750T, TX
10568,S751L, TX
10569,S752A, TX
10570,S752D, TX
10571,S752L, TX
10572,S753T, TX
10573,S759A, TX
10574,S759C, TX
10575,S759D, TX
10576,S759L, TX
10577,S759M, TX
10578,S759N, TX
10579,S759S, TX
10580,S759T, TX
10581,S760T, TX
10582,S761L, TX
10583,S761N, TX
10584,S762T, TX
10585,S764L, TX
10586,S765A, TX
10587,S765D, TX
10588,S765N, TX
10589,S765T, TX
10590,S768A, TX
10591,S768D, TX
10592,S768L, TX
10593,S768N, TX
10594,S768T, TX
10595,S770D, TX
10596,S770L, TX
10597,S773T, TX
10598,S774D, TX
10599,S774L, TX
10600,S775A, TX
10601,S775B, TX
10602,S775C, TX
10603,S775D, TX
10604,S775T, TX
10605,S776L, TX
10606,S776T, TX
10607,S782D, TX
10608,S782L, TX
10609,S785T, TX
10610,S786D, TX
10611,S786N, TX
10612,S786S, TX
10613,S786T, TX
10614,S787C, TX
10615,S787L, TX
10616,S787N, TX
10617,S787S, TX
10618,S787T, TX
10619,S794T, TX
10620,S799L, TX
10621,S80  , ID
10622,S801N, CO
10623,S801T, CO
10624,S802D, CO
10625,S802L, CO
10626,S805T, CO
10627,S809T, CO
10628,S836T, ID
10629,S837L, ID
10630,S838T, ID
10631,S83MT, ID
10632,S841A, UT
10633,S841L, UT
10634,S841P, UT
10635,S841T, UT
10636,S842L, UT
10637,S844T, UT
10638,S845D, UT
10639,S845N, UT
10640,S845S, UT
10641,S845T, UT
10642,S846T, UT
10643,S851S, AZ
10644,S852T, AZ
10645,S856T, AZ
10646,S857T, AZ
10647,S871M, NM
10648,S871T, NM
10649,S890L, NV
10650,S890T, NV
10651,S891L, NV
10652,S891T, NV
10653,S900L, CA
10654,S9018, CA
10655,S901D, CA
10656,S901L, CA
10657,S902L, CA
10658,S902O, CA
10659,S903D, CA
10660,S903M, CA
10661,S903N, CA
10662,S903S, CA
10663,S903T, CA
10664,S906L, CA
10665,S908L, CA
10666,S90BL, CA
10667,S9122, CA
10668,S9132, CA
10669,S913D, CA
10670,S913L, CA
10671,S9143, CA
10672,S914L, CA
10673,S915D, CA
10674,S915M, CA
10675,S915N, CA
10676,S915S, CA
10677,S915T, CA
10678,S917D, CA
10679,S917L, CA
10680,S918D, CA
10681,S918L, CA
10682,S918N, CA
10683,S918S, CA
10684,S918T, CA
10685,S920L, CA
10686,S921L, CA
10687,S9220, CA
10688,S9231, CA
10689,S9240, CA
10690,S9250, CA
10691,S925L, CA
10692,S926D, CA
10693,S926L, CA
10694,S927D, CA
10695,S927L, CA
10696,S928N, CA
10697,S931T, CA
10698,S933T, CA
10699,S937L, CA
10700,S940L, CA
10701,S941L, CA
10702,S943L, CA
10703,S944D, CA
10704,S944L, CA
10705,S945L, CA
10706,S946D, CA
10707,S947L, CA
10708,S948M, CA
10709,S949L, CA
10710,S94RL, CA
10711,S950T, CA
10712,S951L, CA
10713,S952T, CA
10714,S953M, CA
10715,S953N, CA
10716,S953S, CA
10717,S953T, CA
10718,S955L, CA
10719,S957L, CA
10720,S970L, OR
10721,S971N, OR
10722,S972L, OR
10723,S972N, OR
10724,S972T, OR
10725,S973A, OR
10726,S973D, OR
10727,S973L, OR
10728,S973N, OR
10729,S973T, OR
10730,S97HT, OR
10731,S980L, WA
10732,S981L, WA
10733,S982L, WA
10734,S983T, WA
10735,S984L, WA
10736,S984N, WA
10737,S984T, WA
10738,S985T, WA
10739,S987T, WA
10740,S989L, WA
10741,S990T, WA
10742,S992L, WA
10743,S998D, WA
10744,S998N, WA
10745,S998T, WA
10746,SAC  , CA
10747,SAD  , AZ
10748,SAF  , NM
10749,SAN  , CA
10750,SAT  , TX
10751,SAV  , GA
10752,SBA  , CA
10753,SBD  , CA
10754,SBN  , IN
10755,SBO  , GA
10756,SBP  , CA
10757,SBS  , CO
10758,SBY  , DC
10759,SCK  , CA
10760,SD25 , QC
10761,SDF  , KY
10762,SDY  , MT
10763,SEA  , WA
10764,SFF  , WA
10765,SFO  , CA
10766,SGF  , MO
10767,SGU  , UT
10768,SHR  , WY
10769,SHV  , LA
10770,SIT  , AK
10771,SJC  , CA
10772,SJT  , TX
10773,SJU  , PR
10774,SLC  , UT
10775,SLE  , OR
10776,SLN  , KS
10777,SLT  , CO
10778,SLW  ,   
10779,SMF  , CA
10780,SMN  , ID
10781,SMX  , CA
10782,SNA  , CA
10783,SNS  , CA
10784,SNY  , NE
10785,SOW  , AZ
10786,SPS  , TX
10787,SPW  , IA
10788,STE  , WI
10789,STL  , MO
10790,STS  , CA
10791,SUN  , ID
10792,SUU  , CA
10793,SUX  , IA
10794,SVC  , NM
10795,SVE  , CA
10796,SVH  , CA
10797,SWF  , NY
10798,SWO  , OK
10799,SYI  , TN
10800,SYR  , NY
10801,SZT  , ID
10802,TAD  , CO
10803,TBR  , GA
10804,TCC  , NM
10805,TD1BF, NY
10806,TD1BL, WA
10807,TD1CH, NY
10808,TD1PR, BC
10809,TD1WT, ON
10810,TEB9 , NJ
10811,THG  , GA
10812,TIJ  ,   
10813,TLC  ,   
10814,TLH  , FL
10815,TNEF , TN
10816,TOL  , OH
10817,TPA  , FL
10818,TPH  , NV
10819,TPL  , TX
10820,TRI  , TN
10821,TTN  , PA
10822,TUL  , OK
10823,TUS  , AZ
10824,TVC  , MI
10825,TVF  , MN
10826,TVL  , CA
10827,TWD  , WA
10828,TWF  , UT
10829,TXK  , AR
10830,TYR  , TX
10831,TYS  , TN
10832,TZC  , MI
10833,U15  , ID
10834,U34  , UT
10835,UIN  , IL
10836,UIN9 , IL
10837,UKF  , NC
10838,UKI  , CA
10839,VCT  , TX
10840,VCV  , CA
10841,VEL  , UT
10842,VES  , IN
10843,VIC  , TX
10844,VIS  , CA
10845,VLD  , GA
10846,VQS  , PR
10847,VSK  , WA
10848,VTN  , NE
10849,WA29 , WA
10850,WBK  , MI
10851,WDG  , OK
10852,WDY  , AK
10853,WIB  , TX
10854,WJF  , CA
10855,WMC  , NV
10856,WOD9 , CA
10857,WVL  , ME
10858,WWR  , OK
10859,X10A , MA
10860,Y31  , MI
10861,YAM  , ON
10862,YAW  , NS
10863,YBG  , QC
10864,YCD  , BC
10865,YDF  , NL
10866,YEG  , AB
10867,YEL  , ON
10868,YFC  , NB
10869,YFD  , ON
10870,YGD  , ON
10871,YGK  , ON
10872,YHD  , ON
10873,YHM  , ON
10874,YHU  , QC
10875,YHZ  , NS
10876,YIP  , MI
10877,YJT  , NL
10878,YKA  , BC
10879,YKF  , ON
10880,YKM  , WA
10881,YKX  , ON
10882,YKZ  , ON
10883,YLK  , ON
10884,YLW  , BC
10885,YMM  , AB
10886,YMX  , QC
10887,YOO  , ON
10888,YOS  , ON
10889,YOW  , ON
10890,YPQ  , ON
10891,YQA  , ON
10892,YQB  , QC
10893,YQF  , AB
10894,YQG  , ON
10895,YQI  , NS
10896,YQK  , ON
10897,YQL  , AB
10898,YQM  , NB
10899,YQR  , SK
10900,YQT  , ON
10901,YQU  , AB
10902,YQY  , NS
10903,YRP  , ON
10904,YRQ  , QC
10905,YSB  , ON
10906,YSC  , QC
10907,YSJ  , NB
10908,YTA  , ON
10909,YTR  , AB
10910,YTS  , ON
10911,YTZ  , ON
10912,YUL  , QC
10913,YUM  , AZ
10914,YVR  , BC
10915,YVV  , ON
10916,YVZ  , ON
10917,YWG  , MB
10918,YXD  , AB
10919,YXE  , SK
10920,YXS  , BC
10921,YXU  , ON
10922,YXX  , BC
10923,YXY  , YT
10924,YXZ  , ON
10925,YYB  , ON
10926,YYC  , AB
10927,YYF  , BC
10928,YYG  , PE
10929,YYJ  , BC
10930,YYT  , NL
10931,YYZ  , ON
10932,YZD  , ON
10933,YZF  , NT
